MESSSTELLE;PARAMETER;PARAMETERBEZEICHNUNG;DIM;T.von;T.bis;JAHR;MIN;MAX;AVG;ANZ
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;26;2011;0,010768;0,015713;0,013492;4
Feldsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2011;0,001052;0,001052;0,001052;4
Feldsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2011;0,019167;0,185539;0,091927;4
Feldsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;26;26;2011;0,0252;0,1371;0,08385;4
Feldsee [tief.St.];O2;Sauerstoffgehalt;mg/l;26;26;2011;0,2;2,8;1,15;4
Feldsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2011;0,732437;1,03236;0,865245;4
Feldsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;26;2011;0,908487;2,162119;1,442385;4
Feldsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2011;4,416667;9;6,875;4
Ferlacher Badesee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2011;4,1;4,2;4,15;2
Ferlacher Badesee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2011;20;20,8;20,4;2
Ferlacher Badesee [tief.St.];pH;pH-Wert;;1;1;2011;8,2;8,2;8,2;2
Ferlacher Badesee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2011;300;308;304;2
Ferlacher Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2011;0,008229;0,009692;0,008961;2
Ferlacher Badesee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2011;0,001052;0,001468;0,00126;2
Ferlacher Badesee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2011;0,2018;0,237132;0,219466;2
Ferlacher Badesee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;5;5;2011;0,0668;0,0684;0,0676;2
Ferlacher Badesee [tief.St.];O2;Sauerstoffgehalt;mg/l;5;5;2011;4,7;5,8;5,25;2
Flatschacher See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2011;1,2;2,15;1,495;10
Flatschacher See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2011;7,5;22,5;19,35;10
Flatschacher See [tief.St.];pH;pH-Wert;;1;1;2011;7,6;8,1;7,871467;15
Flatschacher See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2011;182,4;239;217,08;15
Flatschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2011;0,0212;0,0721;0,033093;15
Flatschacher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2011;0,001052;0,0031;0,001831;15
Flatschacher See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2011;0,044;1,36733;0,415239;15
Flatschacher See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2011;0,0056;0,0563;0,028847;15
Flatschacher See [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2011;6,5;11;8,98;10
Flatschacher See Vorteich [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2011;0,8;1,5;1,082;10
Flatschacher See Vorteich [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2011;7,1;19,6;16,62;10
Flatschacher See Vorteich [tief.St.];pH;pH-Wert;;1;1;2011;7,4;8,1;7,690667;15
Flatschacher See Vorteich [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2011;229;274;248,073333;15
Flatschacher See Vorteich [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2011;0,0273;0,1346;0,056527;15
Flatschacher See Vorteich [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2011;0,001052;0,0199;0,004204;15
Flatschacher See Vorteich [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2011;0,53768;2,05477;1,154299;15
Flatschacher See Vorteich [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2011;0,0086;0,1656;0,039313;15
Flatschacher See Vorteich [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2011;5,2;11,7;7,72;10
Forstsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2011;4,7;6,3;5,5;2
Forstsee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2011;20,7;21,9;21,3;2
Forstsee [tief.St.];pH;pH-Wert;;1;1;2011;8,6;8,8;8,7;2
Forstsee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2011;239;249;244;2
Forstsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2011;0,008158;0,008167;0,008163;2
Forstsee [tief.St.];P-ges;Phosphor gesamt;mg/l;30;30;2011;0,0222;0,0283;0,02525;2
Forstsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2011;0,001052;0,002375;0,001714;2
Forstsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2011;0,20663;0,55421;0,38042;2
Forstsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;30;30;2011;0,58;0,623;0,6015;2
Forstsee [tief.St.];O2;Sauerstoffgehalt;mg/l;30;30;2011;0,2;0,3;0,25;2
Goggausee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2011;1,2;2,1;1,733333;3
Goggausee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2011;4,8;18,1;9,566667;3
Goggausee [tief.St.];pH;pH-Wert;;1;1;2011;6,8;8,3;7,733333;3
Goggausee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2011;144;172;159;3
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2011;0,013892;0,03615;0,025867;3
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;8;8;2011;0,0297;0,0443;0,0367;3
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;8;2011;0,018942;0,036224;0,027737;3
Goggausee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2011;0,001052;0,003783;0,002553;3
Goggausee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2011;0,00308;0,061898;0,029854;3
Goggausee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;8;8;2011;0,2541;1,0675;0,627533;3
Goggausee [tief.St.];O2;Sauerstoffgehalt;mg/l;8;8;2011;0,2;2,2;0,866667;3
Goggausee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2011;1,074382;9,281913;3,994787;3
Goggausee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2011;9,583333;57;33,291667;2
Gösselsdorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2011;1,5;1,5;1,5;1
Gösselsdorfer See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2011;21,8;22,8;22,3;2
Gösselsdorfer See [tief.St.];pH;pH-Wert;;1;1;2011;8,1;8,3;8,2;2
Gösselsdorfer See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2011;298;313;305,5;2
Gösselsdorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2011;0,0097;0,0137;0,0117;2
Gösselsdorfer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2011;0,001052;0,001052;0,001052;2
Gösselsdorfer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2011;0,00308;0,00308;0,00308;2
Gösselsdorfer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2011;0,0083;0,0108;0,00955;2
Gösselsdorfer See [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2011;7,9;9,3;8,6;2
Greifenburger Badesee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2011;5;7,3;6,15;2
Greifenburger Badesee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2011;21;24,1;22,55;2
Greifenburger Badesee [tief.St.];pH;pH-Wert;;1;1;2011;8,4;8,6;8,5;2
Greifenburger Badesee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2011;289;310;299,5;2
Greifenburger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2011;0,0097;0,012358;0,011029;2
Greifenburger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;12;12;2011;0,0137;0,048;0,03085;2
Greifenburger Badesee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2011;0,001052;0,004842;0,002947;2
Greifenburger Badesee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2011;0,634285;0,968058;0,801172;2
Greifenburger Badesee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;12;12;2011;0,0575;0,679;0,36825;2
Greifenburger Badesee [tief.St.];O2;Sauerstoffgehalt;mg/l;12;12;2011;0,2;4,2;2,2;2
Hafnersee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2011;2,8;3,1;2,95;2
Hafnersee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2011;17,9;20,5;19,2;2
Hafnersee [tief.St.];pH;pH-Wert;;1;1;2011;8;8,2;8,1;2
Hafnersee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2011;368;374;371;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2011;0,017817;0,019825;0,018821;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;10;10;2011;0,0572;0,1058;0,0815;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;10;2011;0,020063;0,023258;0,021661;2
Hafnersee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2011;0,001313;0,002283;0,001798;2
Hafnersee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2011;0,145648;0,359918;0,252783;2
Hafnersee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;10;10;2011;0,659;4,15;2,4045;2
Hafnersee [tief.St.];O2;Sauerstoffgehalt;mg/l;10;10;2011;0,2;0,2;0,2;2
Hörzendorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2011;1;1,3;1,15;2
Hörzendorfer See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2011;20,6;22,9;21,75;2
Hörzendorfer See [tief.St.];pH;pH-Wert;;1;1;2011;8,3;8,3;8,3;2
Hörzendorfer See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2011;437;457;447;2
Hörzendorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;3;2011;0,037525;0,039288;0,038407;2
Hörzendorfer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;3;2011;0,001052;0,001052;0,001052;2
Hörzendorfer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;3;2011;1,184886;1,768808;1,476847;2
Hörzendorfer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;3;3;2011;0,0842;0,2306;0,1574;2
Hörzendorfer See [tief.St.];O2;Sauerstoffgehalt;mg/l;3;3;2011;2,2;2,6;2,4;2
Keutschacher See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2011;1,9;6,8;3,9;4
Keutschacher See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2011;5,8;23,8;13,925;4
Keutschacher See [tief.St.];pH;pH-Wert;;1;1;2011;7,1;8,5;7,9;4
Keutschacher See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2011;297;324;311,75;4
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2011;0,007217;0,008317;0,007934;4
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;15;15;2011;0,0086;0,0265;0,0172;4
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;15;2011;0,008;0,009356;0,008575;4
Keutschacher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2011;0,001052;0,002114;0,001726;4
Keutschacher See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2011;0,10025;0,251542;0,182549;4
Keutschacher See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;15;15;2011;0,2088;0,432;0,2981;4
Keutschacher See [tief.St.];O2;Sauerstoffgehalt;mg/l;15;15;2011;0,2;7;3,3;4
Keutschacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2011;0,208173;1,344107;0,583817;4
Keutschacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;15;2011;0,258735;1,204369;0,567086;4
Keutschacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2011;1;3,833333;2,510417;4
Keutschacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;15;2011;1;4,851242;2,828513;4
Klopeiner See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2011;3,9;9,1;6,1;4
Klopeiner See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2011;5,8;24,3;12,133333;6
Klopeiner See [tief.St.];pH;pH-Wert;;1;1;2011;7,8;8,6;8,1;6
Klopeiner See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2011;228;252;240,333333;6
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2011;0,006675;0,009125;0,007983;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;30;30;2011;0,0226;0,0429;0,030975;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;30;2011;0,011875;0,015566;0,013682;4
Klopeiner See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2011;0,000104;0,001052;0,000578;4
Klopeiner See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2011;0,00308;0,071667;0,022832;4
Klopeiner See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;30;30;2011;0,76;1,381;1,0185;4
Klopeiner See [tief.St.];O2;Sauerstoffgehalt;mg/l;30;30;2011;0,1;0,2;0,183333;6
Klopeiner See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2011;0,335825;0,671664;0,492195;4
Klopeiner See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;20;2011;0,371975;0,540413;0,425413;4
Klopeiner See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2011;2;4,208333;2,65625;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;20;2011;0,00879;0,013373;0,010518;4
Kraiger See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2011;1,8;2,9;2,35;2
Kraiger See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2011;17;22,8;19,9;2
Kraiger See [tief.St.];pH;pH-Wert;;1;1;2011;8,2;8,3;8,25;2
Kraiger See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2011;474;502;488;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2011;0,007267;0,01235;0,009809;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;8;8;2011;0,0134;0,0286;0,021;2
Kraiger See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2011;0,000104;0,001052;0,000578;2
Kraiger See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2011;0,005478;0,006163;0,005821;2
Kraiger See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;8;8;2011;0,0428;1,645;0,8439;2
Kraiger See [tief.St.];O2;Sauerstoffgehalt;mg/l;8;8;2011;0,2;7,9;4,05;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;10;2011;0,008302;0,012167;0,010235;2
Längsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2011;3,5;5,7;4,375;4
Längsee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2011;8;20,9;14,3;4
Längsee [tief.St.];pH;pH-Wert;;1;1;2011;7,7;8,7;8,325;4
Längsee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2011;372;407;387,25;4
Längsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2011;0,005858;0,012183;0,009058;4
Längsee [tief.St.];P-ges;Phosphor gesamt;mg/l;15;15;2011;0,0142;0,0441;0,03095;4
Längsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;13;2011;0,013284;0,014644;0,013888;4
Längsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2011;0,001052;0,001052;0,001052;4
Längsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2011;0,04525;0,139217;0,097013;4
Längsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;15;15;2011;0,676;2,57;2,03775;4
Längsee [tief.St.];O2;Sauerstoffgehalt;mg/l;15;15;2011;0,2;0,7;0,325;4
Längsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2011;0,481799;1,883112;0,973916;4
Längsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;15;2011;0,645695;1,384663;1,069526;4
Längsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2011;5,916667;7;6,541667;4
Lavamünder Badeteich Südufer Steg;Sichttiefe;Sichttiefe;m;0;0;2011;2,9;2,9;2,9;2
Lavamünder Badeteich Südufer Steg;Wassertemperatur;Wassertemperatur;°C;1;1;2011;22;22,9;22,45;2
Lavamünder Badeteich Südufer Steg;pH;pH-Wert;;1;1;2011;8,2;8,2;8,2;2
Lavamünder Badeteich Südufer Steg;K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2011;272;275;273,5;2
Lavamünder Badeteich Südufer Steg;P-ges;Phosphor gesamt;mg/l;0;5;2011;0,012775;0,018738;0,015757;2
Lavamünder Badeteich Südufer Steg;P-ges;Phosphor gesamt;mg/l;3;3;2011;0,0139;0,0198;0,01685;2
Lavamünder Badeteich Südufer Steg;PO4-P;Phosphat-Phosphor;mg/l;0;5;2011;0,001052;0,001052;0,001052;2
Lavamünder Badeteich Südufer Steg;NO3-N;Nitrat-Stickstoff;mg/l;0;3;2011;0,00308;0,00308;0,00308;2
Lavamünder Badeteich Südufer Steg;NH4-N;Ammonium-Stickstoff;mg/l;3;3;2011;0,0064;0,0083;0,00735;2
Lavamünder Badeteich Südufer Steg;O2;Sauerstoffgehalt;mg/l;3;3;2011;6,7;7,5;7,1;2
Leonharder See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2011;1,7;3,7;2,7;2
Leonharder See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2011;18,6;22,3;20,45;2
Leonharder See [tief.St.];pH;pH-Wert;;1;1;2011;7,9;8,4;8,15;2
Leonharder See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2011;360;418;389;2
Leonharder See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2011;0,014017;0,022933;0,018475;2
Leonharder See [tief.St.];P-ges;Phosphor gesamt;mg/l;6;6;2011;0,02465;0,029;0,026825;2
Leonharder See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2011;0,001052;0,0033;0,002176;2
Leonharder See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2011;0,00906;0,234863;0,121962;2
Leonharder See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;6;6;2011;0,116;0,1284;0,1222;2
Leonharder See [tief.St.];O2;Sauerstoffgehalt;mg/l;6;6;2011;5,6;5,7;5,65;2
Leonharder See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2011;0,013668;0,021355;0,017512;2
Linsendorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2011;3,1;3,3;3,2;2
Linsendorfer See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2011;17,3;19,7;18,5;2
Linsendorfer See [tief.St.];pH;pH-Wert;;1;1;2011;8;8;8;2
Linsendorfer See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2011;363;364;363,5;2
Linsendorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2011;0,010325;0,013292;0,011809;2
Linsendorfer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2011;0,001052;0,002155;0,001604;2
Linsendorfer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2011;0,492338;0,614124;0,553231;2
Linsendorfer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;5;5;2011;0,0179;0,0187;0,0183;2
Linsendorfer See [tief.St.];O2;Sauerstoffgehalt;mg/l;5;5;2011;7;8,8;7,9;2
Magdalenensee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2011;4;4,1;4,05;2
