Meßstelle;PARAMETER;PARAMETERBEZEICHNUNG;DIM;T.von;T.bis;JAHR;MIN;MAX;AVG;ANZ
Turracher See [tief.St.];pH;pH-Wert;;1;1;2018;7,7;8,3;8;2
Turracher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;6;2018;0;0;0;0
Turracher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2018;0,001;0,001;0,001;2
Turracher See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2018;3;7,6;5,3;2
Turracher See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2018;8,4;14,8;11,6;2
Vassacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;10;2018;0;0;0;0
Vassacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2018;4;9;6,5;2
Vassacher See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2018;243;265;254;2
Vassacher See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;10;10;2018;0,216;0,586;0,401;2
Vassacher See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2018;0,00565;0,165;0,085325;2
Vassacher See [tief.St.];O2;Sauerstoffgehalt;mg/l;10;10;2018;0,1;1,6;0,85;2
Vassacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2018;0,014;0,0178;0,0159;2
Vassacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;10;10;2018;0,0147;0,027;0,02085;2
Vassacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;10;2018;0,014609;0,017587;0,016098;2
Vassacher See [tief.St.];pH;pH-Wert;;1;1;2018;7,8;8,11;7,955;2
Vassacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2018;0,418538;0,494289;0,456414;2
Vassacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;10;2018;0,439977;0,454224;0,447101;2
Vassacher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2018;0,001;0,002;0,0015;2
Vassacher See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2018;3,7;4,8;4,25;2
Vassacher See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2018;19,5;21;20,25;2
Weißensee (tief.St.);Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;6;2018;0,5;1,25;0,875;6
Weißensee (tief.St.);K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2018;294;318;307;6
Weißensee (tief.St.);NH4-N;Ammonium-Stickstoff;mg/l;80;80;2018;0,2298;0,294;0,253567;6
Weißensee (tief.St.);NH4-N;Ammonium-Stickstoff;mg/l;50;50;2018;0,0339;0,1332;0,074667;6
Weißensee (tief.St.);NO3-N;Nitrat-Stickstoff;mg/l;0;6;2018;0,00565;0,10119;0,051823;6
Weißensee (tief.St.);O2;Sauerstoffgehalt;mg/l;50;50;2018;0,1;0,1;0,1;6
Weißensee (tief.St.);P-ges;Phosphor gesamt;mg/l;0;80;2018;0,006402;0,00914;0,007714;6
Weißensee (tief.St.);P-ges;Phosphor gesamt;mg/l;94;94;2018;0,024;0,0351;0,028333;6
Weißensee (tief.St.);P-ges;Phosphor gesamt;mg/l;50;50;2018;0,008;0,0108;0,008967;6
Weißensee (tief.St.);P-ges;Phosphor gesamt;mg/l;0;6;2018;0,0025;0,006286;0,004334;6
Weißensee (tief.St.);pH;pH-Wert;;1;1;2018;7,77;8,41;8,21;6
Weißensee (tief.St.);PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;6;2018;0,268138;0,857448;0,472495;6
Weißensee (tief.St.);PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;30;2018;0,243569;0,568459;0,395239;6
Weißensee (tief.St.);PO4-P;Phosphat-Phosphor;mg/l;0;6;2018;0,001;0,002357;0,001437;6
Weißensee (tief.St.);Sichttiefe;Sichttiefe;m;0;0;2018;4,9;11,4;8,85;6
Weißensee (tief.St.);Wassertemperatur;Wassertemperatur;°C;0;0;2018;6,1;23,5;15,416667;6
Wernberger Badesee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;6;2018;4;5;4,5;2
Wernberger Badesee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;10;2018;4;7,181818;5,590909;2
Wernberger Badesee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2018;372;375;373,5;2
Wernberger Badesee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;10;10;2018;1,23;1,579;1,4045;2
Wernberger Badesee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2018;0,129;0,161;0,145;2
Wernberger Badesee [tief.St.];O2;Sauerstoffgehalt;mg/l;10;10;2018;0,1;0,1;0,1;2
Wernberger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2018;0,006;0,0181;0,01205;2
Wernberger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;10;10;2018;0,018;0,0193;0,01865;2
Wernberger Badesee [tief.St.];pH;pH-Wert;;1;1;2018;7,75;8;7,875;2
Wernberger Badesee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;10;2018;0;0;0;0
Wernberger Badesee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;6;2018;0;0;0;0
Wernberger Badesee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2018;0,0027;0,003;0,00285;2
Wernberger Badesee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2018;4;4,5;4,25;2
Wernberger Badesee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2018;20,6;22,6;21,6;2
Wörthersee Saag [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;6;2018;1,375;12;6,15625;4
Wörthersee Saag [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;30;2018;4,318448;8;6,733753;4
Wörthersee Saag [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2018;299;326;310,5;4
Wörthersee Saag [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;50;50;2018;0,063;0,221;0,138925;4
Wörthersee Saag [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;70;70;2018;0,558;0,711;0,6515;4
Wörthersee Saag [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2018;0,003;0,146091;0,041022;4
Wörthersee Saag [tief.St.];O2;Sauerstoffgehalt;mg/l;70;70;2018;0,1;0,1;0,1;4
Wörthersee Saag [tief.St.];O2;Sauerstoffgehalt;mg/l;50;50;2018;0,1;2;0,775;4
Wörthersee Saag [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2018;0,004657;0,017779;0,010636;4
Wörthersee Saag [tief.St.];P-ges;Phosphor gesamt;mg/l;0;50;2018;0,009974;0,018103;0,01378;4
Wörthersee Saag [tief.St.];P-ges;Phosphor gesamt;mg/l;0;70;2018;0,01712;0,027571;0,020891;4
Wörthersee Saag [tief.St.];P-ges;Phosphor gesamt;mg/l;70;70;2018;0,0723;0,1131;0,09315;4
Wörthersee Saag [tief.St.];P-ges;Phosphor gesamt;mg/l;50;50;2018;0,0144;0,0345;0,0207;4
Wörthersee Saag [tief.St.];pH;pH-Wert;;1;1;2018;8,32;8,6;8,41;4
Wörthersee Saag [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;6;2018;0,148323;3,232244;1,462048;4
Wörthersee Saag [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;30;2018;1,475797;1,897607;1,631733;4
Wörthersee Saag [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2018;0,001;0,003;0,001929;4
Wörthersee Saag [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2018;3,5;5,1;4,075;4
Wörthersee Saag [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2018;3,6;25,4;14,925;4
Zmulner See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2018;7;10;8,5;2
Zmulner See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2018;484;491;487,5;2
Zmulner See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;5;5;2018;0,537;1,718;1,1275;2
Zmulner See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2018;0,155;1,01325;0,584125;2
Zmulner See [tief.St.];O2;Sauerstoffgehalt;mg/l;5;5;2018;0,6;10,4;5,5;2
Zmulner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2018;0,0223;0,037;0,02965;2
Zmulner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;3;2018;0,0115;0,0238;0,01765;2
Zmulner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2018;0,022884;0,027076;0,02498;2
Zmulner See [tief.St.];P-ges;Phosphor gesamt;mg/l;5;5;2018;0,0178;0,1135;0,06565;2
Zmulner See [tief.St.];pH;pH-Wert;;1;1;2018;8;8,3;8,15;2
Zmulner See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2018;0;0;0;0
Zmulner See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2018;0,002475;0,003;0,002738;2
Zmulner See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2018;2,6;2,8;2,7;2
Zmulner See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2018;18,9;22,6;20,75;2
