MESSSTELLE;PARAMETERBEZEICHNUNG;DIM;T.von;T.bis;JAHR;AVG;MIN;MAX;ANZ
Maltschacher See [tief.St.];Ammonium-Stickstoff;mg/l;5;5;2022;0,5525;0,392;0,713;2
Maltschacher See [tief.St.];Nitrat-Stickstoff;mg/l;0;5;2022;0,03;0,03;0,03;2
Maltschacher See [tief.St.];Sauerstoffgehalt;mg/l;5;5;2022;5,5;0,1;10,9;2
Maltschacher See [tief.St.];Phosphor gesamt;mg/l;5;5;2022;0,093;0,046;0,14;2
Maltschacher See [tief.St.];Phosphor gesamt;mg/l;0;5;2022;0,046917;0,026917;0,066917;2
Maltschacher See [tief.St.];pH-Wert;;1;1;2022;8,515;8,23;8,8;2
Maltschacher See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;5;2022;2,403889;1,445399;3,362379;2
Maltschacher See [tief.St.];Phosphat-Phosphor;mg/l;0;5;2022;0,001667;0,001333;0,002;2
Maltschacher See [tief.St.];Sichttiefe;m;0;0;2022;3;1,8;4,2;2
Maltschacher See [tief.St.];Wassertemperatur;�C;0;0;2022;22,25;20,7;23,8;2
Millst�tter See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2022;1,925;1;3,2;4
Millst�tter See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;30;2022;1,560393;1,04324;1,937503;4
Millst�tter See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;168,75;166;174;4
Millst�tter See [tief.St.];Ammonium-Stickstoff;mg/l;50;50;2022;0,00725;0,005;0,01;4
Millst�tter See [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2022;0,198929;0,069119;0,365048;4
Millst�tter See [tief.St.];Sauerstoffgehalt;mg/l;50;50;2022;7;6;8,4;4
Millst�tter See [tief.St.];Sauerstoffgehalt;mg/l;100;100;2022;3,125;2,3;4,6;4
Millst�tter See [tief.St.];Phosphor gesamt;mg/l;50;50;2022;0,0025;0,0025;0,0025;4
Millst�tter See [tief.St.];Phosphor gesamt;mg/l;0;6;2022;0,004443;0,0025;0,007321;4
Millst�tter See [tief.St.];Phosphor gesamt;mg/l;0;70;2022;0,003915;0,0025;0,005754;4
Millst�tter See [tief.St.];Phosphor gesamt;mg/l;100;100;2022;0,004375;0,0025;0,01;4
Millst�tter See [tief.St.];pH-Wert;;1;1;2022;8,4275;7,5;9,1;4
Millst�tter See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;30;2022;0,336374;0,243383;0,532648;4
Millst�tter See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;6;2022;0,343902;0,235738;0,420379;4
Millst�tter See [tief.St.];Phosphat-Phosphor;mg/l;0;6;2022;0,001488;0,001;0,002;4
Millst�tter See [tief.St.];Sichttiefe;m;0;0;2022;7,9;4,5;11,5;4
Millst�tter See [tief.St.];Wassertemperatur;�C;0;0;2022;13,1;4,7;19,4;4
Moosburger M�hlteich [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;1;1;2022;18,5;5,4;31,6;2
Moosburger M�hlteich [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;281;280;282;2
Moosburger M�hlteich [tief.St.];Ammonium-Stickstoff;mg/l;1;1;2022;0,0285;0,005;0,052;2
Moosburger M�hlteich [tief.St.];Nitrat-Stickstoff;mg/l;1;1;2022;0,03;0,03;0,03;2
Moosburger M�hlteich [tief.St.];Sauerstoffgehalt;mg/l;1;1;2022;8,9;8,3;9,5;2
Moosburger M�hlteich [tief.St.];Phosphor gesamt;mg/l;1;1;2022;0,035;0,035;0,035;2
Moosburger M�hlteich [tief.St.];pH-Wert;;1;1;2022;8,23;7,96;8,5;2
Moosburger M�hlteich [tief.St.];Phosphat-Phosphor;mg/l;1;1;2022;0,0015;0,001;0,002;2
Moosburger M�hlteich [tief.St.];Sichttiefe;m;0;0;2022;2,05;1,7;2,4;2
Moosburger M�hlteich [tief.St.];Wassertemperatur;�C;0;0;2022;22;21,1;22,9;2
Ossiacher See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2022;5,275;1,9;9,4;4
Ossiacher See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;30;2022;6,79787;1,491542;10,734071;4
Ossiacher See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;239,75;231;249;4
Ossiacher See [tief.St.];Ammonium-Stickstoff;mg/l;45;45;2022;0,0665;0,0085;0,1125;4
Ossiacher See [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2022;0,178875;0,03;0,376643;4
Ossiacher See [tief.St.];Sauerstoffgehalt;mg/l;45;45;2022;5,2625;0,3;11,85;4
Ossiacher See [tief.St.];Phosphor gesamt;mg/l;0;6;2022;0,011244;0,009095;0,016905;4
Ossiacher See [tief.St.];Phosphor gesamt;mg/l;0;52;2022;0,011418;0,009787;0,013289;4
Ossiacher See [tief.St.];Phosphor gesamt;mg/l;45;45;2022;0,017625;0,0105;0,0285;4
Ossiacher See [tief.St.];Phosphor gesamt;mg/l;0;45;2022;0,011382;0,009784;0,013295;4
Ossiacher See [tief.St.];pH-Wert;;1;1;2022;8,3525;8,01;8,7;4
Ossiacher See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;6;2022;1,169436;0,776661;1,643209;4
Ossiacher See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;30;2022;1,281506;0,649581;1,765749;4
Ossiacher See [tief.St.];Phosphat-Phosphor;mg/l;0;6;2022;0,002036;0,001;0,003;4
Ossiacher See [tief.St.];Sichttiefe;m;0;0;2022;5,2;4,1;6,4;4
Ossiacher See [tief.St.];Wassertemperatur;�C;0;0;2022;12,6;4,8;18,9;4
Pirkdorfer See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;2;2022;10,25;4,1;16,4;2
Pirkdorfer See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;277,5;244;311;2
Pirkdorfer See [tief.St.];Ammonium-Stickstoff;mg/l;2;2;2022;0,0735;0,032;0,115;2
Pirkdorfer See [tief.St.];Nitrat-Stickstoff;mg/l;0;2;2022;0,03;0,03;0,03;2
Pirkdorfer See [tief.St.];Sauerstoffgehalt;mg/l;2;2;2022;7,05;5,9;8,2;2
Pirkdorfer See [tief.St.];Phosphor gesamt;mg/l;0;2;2022;0,0445;0,039;0,05;2
Pirkdorfer See [tief.St.];pH-Wert;;1;1;2022;8,1;8;8,2;2
Pirkdorfer See [tief.St.];Phosphat-Phosphor;mg/l;0;2;2022;0,0015;0,001;0,002;2
Pirkdorfer See [tief.St.];Sichttiefe;m;0;0;2022;0,75;0,5;1;2
Pirkdorfer See [tief.St.];Wassertemperatur;�C;0;0;2022;20,7;19,7;21,7;2
Pischeldorfer Badeteich [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;1;1;2022;12,6;12;13,2;2
Pischeldorfer Badeteich [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;605,5;592;619;2
Pischeldorfer Badeteich [tief.St.];Ammonium-Stickstoff;mg/l;1;1;2022;0,034;0,034;0,034;2
Pischeldorfer Badeteich [tief.St.];Nitrat-Stickstoff;mg/l;1;1;2022;2,891;2,769;3,013;2
Pischeldorfer Badeteich [tief.St.];Sauerstoffgehalt;mg/l;1;1;2022;10;9,5;10,5;2
Pischeldorfer Badeteich [tief.St.];Phosphor gesamt;mg/l;1;1;2022;0,01;0,008;0,012;2
Pischeldorfer Badeteich [tief.St.];pH-Wert;;1;1;2022;7,805;7,71;7,9;2
Pischeldorfer Badeteich [tief.St.];Phosphat-Phosphor;mg/l;1;1;2022;0,0025;0,002;0,003;2
Pischeldorfer Badeteich [tief.St.];Sichttiefe;m;0;0;2022;2;2;2;2
Pischeldorfer Badeteich [tief.St.];Wassertemperatur;�C;0;0;2022;20,9;20,6;21,2;2
Pressegger See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2022;5;1;13,9;4
Pressegger See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;397,25;387;409;4
Pressegger See [tief.St.];Ammonium-Stickstoff;mg/l;12;12;2022;0,08175;0,046;0,119;4
Pressegger See [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2022;0,33325;0,219;0,498;4
Pressegger See [tief.St.];Sauerstoffgehalt;mg/l;12;12;2022;6,625;1,7;12,3;4
Pressegger See [tief.St.];Phosphor gesamt;mg/l;0;6;2022;0,006125;0,0025;0,009;4
Pressegger See [tief.St.];Phosphor gesamt;mg/l;0;12;2022;0,006129;0,0025;0,009003;4
Pressegger See [tief.St.];Phosphor gesamt;mg/l;12;12;2022;0,013125;0,0025;0,031;4
Pressegger See [tief.St.];pH-Wert;;1;1;2022;8,03;7,8;8,25;4
Pressegger See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;6;2022;0,696351;0,347425;1,651761;4
Pressegger See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;12;2022;0,695658;0,347852;1,648458;4
Pressegger See [tief.St.];Phosphat-Phosphor;mg/l;0;6;2022;0,00225;0,001;0,003;4
Pressegger See [tief.St.];Sichttiefe;m;0;0;2022;4,625;4,1;5,2;4
Pressegger See [tief.St.];Wassertemperatur;�C;0;0;2022;13,425;2,6;22,2;4
Rauschelesee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2022;7,15;2,4;11,9;2
Rauschelesee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;12;2022;7,133534;3,724204;10,542864;2
Rauschelesee [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;314,5;296;333;2
Rauschelesee [tief.St.];Ammonium-Stickstoff;mg/l;12;12;2022;2,2105;0,813;3,608;2
Rauschelesee [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2022;0,216;0,067;0,365;2
Rauschelesee [tief.St.];Sauerstoffgehalt;mg/l;12;12;2022;0,1;0,1;0,1;2
Rauschelesee [tief.St.];Phosphor gesamt;mg/l;0;12;2022;0,010219;0,010018;0,010419;2
Rauschelesee [tief.St.];Phosphor gesamt;mg/l;0;6;2022;0,007;0,007;0,007;2
Rauschelesee [tief.St.];Phosphor gesamt;mg/l;12;12;2022;0,0445;0,043;0,046;2
Rauschelesee [tief.St.];pH-Wert;;1;1;2022;8,16;8;8,32;2
Rauschelesee [tief.St.];Phytoplankton Biovolumen;mm�/l;0;12;2022;1,158619;0,412871;1,904366;2
Rauschelesee [tief.St.];Phytoplankton Biovolumen;mm�/l;0;6;2022;1,210995;0,272483;2,149506;2
Rauschelesee [tief.St.];Phosphat-Phosphor;mg/l;0;6;2022;0,001;0,001;0,001;2
Rauschelesee [tief.St.];Sichttiefe;m;0;0;2022;3,4;1,9;4,9;2
Rauschelesee [tief.St.];Wassertemperatur;�C;0;0;2022;23,25;22,3;24,2;2
Silbersee Villach [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;5;2022;2,5;1;4;2
Silbersee Villach [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;272,5;265;280;2
Silbersee Villach [tief.St.];Ammonium-Stickstoff;mg/l;5;5;2022;0,0735;0,038;0,109;2
Silbersee Villach [tief.St.];Nitrat-Stickstoff;mg/l;0;5;2022;0,03;0,03;0,03;2
Silbersee Villach [tief.St.];Sauerstoffgehalt;mg/l;5;5;2022;9;7,3;10,7;2
Silbersee Villach [tief.St.];Phosphor gesamt;mg/l;0;5;2022;0,009875;0,00625;0,0135;2
Silbersee Villach [tief.St.];pH-Wert;;1;1;2022;8,345;8,29;8,4;2
Silbersee Villach [tief.St.];Phytoplankton Biovolumen;mm�/l;0;5;2022;0,320677;0,073396;0,567957;2
Silbersee Villach [tief.St.];Phosphat-Phosphor;mg/l;0;5;2022;0,001;0,001;0,001;2
Silbersee Villach [tief.St.];Sichttiefe;m;0;0;2022;4,25;3,2;5,3;2
Silbersee Villach [tief.St.];Wassertemperatur;�C;0;0;2022;23,25;21,7;24,8;2
Sonnegger See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;1;1;2022;11,25;10,1;12,4;2
Sonnegger See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;336;280;392;2
Sonnegger See [tief.St.];Ammonium-Stickstoff;mg/l;1;1;2022;0,0335;0,023;0,044;2
Sonnegger See [tief.St.];Nitrat-Stickstoff;mg/l;1;1;2022;0,522;0,18;0,864;2
Sonnegger See [tief.St.];Sauerstoffgehalt;mg/l;1;1;2022;10,35;9,6;11,1;2
Sonnegger See [tief.St.];Phosphor gesamt;mg/l;1;1;2022;0,011;0,009;0,013;2
Sonnegger See [tief.St.];pH-Wert;;1;1;2022;8,245;7,99;8,5;2
Sonnegger See [tief.St.];Phosphat-Phosphor;mg/l;1;1;2022;0,0015;0,001;0,002;2
Sonnegger See [tief.St.];Sichttiefe;m;0;0;2022;1,9;1,8;2;2
Sonnegger See [tief.St.];Wassertemperatur;�C;0;0;2022;20,75;19,5;22;2
St. Andr�er Badesee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;2;2022;17,05;7,8;26,3;2
St. Andr�er Badesee [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;448,5;446;451;2
St. Andr�er Badesee [tief.St.];Ammonium-Stickstoff;mg/l;2;2;2022;0,012;0,008;0,016;2
St. Andr�er Badesee [tief.St.];Nitrat-Stickstoff;mg/l;0;2;2022;2,8525;1,297;4,408;2
St. Andr�er Badesee [tief.St.];Sauerstoffgehalt;mg/l;2;2;2022;12,65;11,5;13,8;2
St. Andr�er Badesee [tief.St.];Phosphor gesamt;mg/l;0;2;2022;0,024;0,017;0,031;2
St. Andr�er Badesee [tief.St.];pH-Wert;;1;1;2022;8,125;8,05;8,2;2
St. Andr�er Badesee [tief.St.];Phytoplankton Biovolumen;mm�/l;0;2;2022;2,327678;2,05912;2,596236;2
St. Andr�er Badesee [tief.St.];Phosphat-Phosphor;mg/l;0;2;2022;0,0025;0,002;0,003;2
St. Andr�er Badesee [tief.St.];Sichttiefe;m;0;0;2022;1,65;1,4;1,9;2
St. Andr�er Badesee [tief.St.];Wassertemperatur;�C;0;0;2022;21,55;19,1;24;2
St. Johanner Badesee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2022;1,25;1,2;1,3;2
St. Johanner Badesee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;9;2022;1,25;1,2;1,3;2
St. Johanner Badesee [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;435;415;455;2
St. Johanner Badesee [tief.St.];Ammonium-Stickstoff;mg/l;9;9;2022;0,0505;0,032;0,069;2
St. Johanner Badesee [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2022;1,2485;1,056;1,441;2
St. Johanner Badesee [tief.St.];Sauerstoffgehalt;mg/l;9;9;2022;9;8,1;9,9;2
St. Johanner Badesee [tief.St.];Phosphor gesamt;mg/l;9;9;2022;0,011;0,009;0,013;2
St. Johanner Badesee [tief.St.];Phosphor gesamt;mg/l;0;6;2022;0,006;0,006;0,006;2
St. Johanner Badesee [tief.St.];pH-Wert;;1;1;2022;8,02;8;8,04;2
St. Johanner Badesee [tief.St.];Phosphat-Phosphor;mg/l;0;6;2022;0,001;0,001;0,001;2
St. Johanner Badesee [tief.St.];Sichttiefe;m;0;0;2022;5,45;4,2;6,7;2
St. Johanner Badesee [tief.St.];Wassertemperatur;�C;0;0;2022;22,25;20,5;24;2
St. Urban See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;1;1;2022;21,55;7,2;35,9;2
St. Urban See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;270;246;294;2
St. Urban See [tief.St.];Ammonium-Stickstoff;mg/l;1;1;2022;0,0125;0,007;0,018;2
St. Urban See [tief.St.];Nitrat-Stickstoff;mg/l;1;1;2022;0,03;0,03;0,03;2
St. Urban See [tief.St.];Sauerstoffgehalt;mg/l;1;1;2022;8,85;6,9;10,8;2
St. Urban See [tief.St.];Phosphor gesamt;mg/l;1;1;2022;0,0295;0,021;0,038;2
St. Urban See [tief.St.];pH-Wert;;1;1;2022;8,3;7,9;8,7;2
St. Urban See [tief.St.];Phytoplankton Biovolumen;mm�/l;1;1;2022;5,153547;1,27155;9,035543;2
St. Urban See [tief.St.];Phosphat-Phosphor;mg/l;1;1;2022;0,001;0,001;0,001;2
St. Urban See [tief.St.];Sichttiefe;m;0;0;2022;1,45;0,8;2,1;2
St. Urban See [tief.St.];Wassertemperatur;�C;0;0;2022;21,3;20,7;21,9;2
Trattnigteich [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;3;2022;50,7;24,4;77;2
Trattnigteich [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;122;120;124;2
Trattnigteich [tief.St.];Ammonium-Stickstoff;mg/l;3;3;2022;0,015;0,008;0,022;2
Trattnigteich [tief.St.];Nitrat-Stickstoff;mg/l;0;3;2022;0,03;0,03;0,03;2
Trattnigteich [tief.St.];Sauerstoffgehalt;mg/l;3;3;2022;7,35;6,8;7,9;2
Trattnigteich [tief.St.];Phosphor gesamt;mg/l;0;3;2022;0,034875;0,025625;0,044125;2
Trattnigteich [tief.St.];Phosphor gesamt;mg/l;3;3;2022;0,043;0,04;0,046;2
Trattnigteich [tief.St.];pH-Wert;;1;1;2022;8,59;8,58;8,6;2
Trattnigteich [tief.St.];Phosphat-Phosphor;mg/l;0;3;2022;0,001813;0,001;0,002625;2
Trattnigteich [tief.St.];Sichttiefe;m;0;0;2022;1,15;0,6;1,7;2
Trattnigteich [tief.St.];Wassertemperatur;�C;0;0;2022;21,7;16,4;27;2
Turnersee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;12;2022;7,428415;6,257384;8,599445;4
Turnersee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2022;5,45;4,7;6,2;2
Turnersee [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;316;289;343;2
Turnersee [tief.St.];Ammonium-Stickstoff;mg/l;12;12;2022;1,843;1,087;2,599;2
Turnersee [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2022;0,3185;0,168;0,469;2
Turnersee [tief.St.];Sauerstoffgehalt;mg/l;12;12;2022;0,2;0,1;0,3;2
Turnersee [tief.St.];Phosphor gesamt;mg/l;0;6;2022;0,0085;0,007;0,01;2
Turnersee [tief.St.];Phosphor gesamt;mg/l;0;12;2022;0,013362;0,009429;0,017295;2
Turnersee [tief.St.];Phosphor gesamt;mg/l;12;12;2022;0,0375;0,032;0,043;2
Turnersee [tief.St.];pH-Wert;;1;1;2022;8,25;7,9;8,6;2
Turnersee [tief.St.];Phytoplankton Biovolumen;mm�/l;0;6;2022;1,108413;0,724844;1,491982;2
Turnersee [tief.St.];Phytoplankton Biovolumen;mm�/l;0;12;2022;1,104888;0,934274;1,275502;2
Turnersee [tief.St.];Phosphat-Phosphor;mg/l;0;6;2022;0,001;0,001;0,001;2
Turnersee [tief.St.];Sichttiefe;m;0;0;2022;3;2;4;2
Turnersee [tief.St.];Wassertemperatur;�C;0;0;2022;22,85;22;23,7;2
Turracher See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2022;4,95;1,2;8,7;2
Turracher See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;142;139;145;2
Turracher See [tief.St.];Ammonium-Stickstoff;mg/l;30;30;2022;0,156;0,129;0,183;2
Turracher See [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2022;0,0925;0,064;0,121;2
Turracher See [tief.St.];Sauerstoffgehalt;mg/l;30;30;2022;0,1;0,1;0,1;2
Turracher See [tief.St.];Phosphor gesamt;mg/l;0;6;2022;0,008;0,006;0,01;2
Turracher See [tief.St.];Phosphor gesamt;mg/l;30;30;2022;0,019;0,014;0,024;2
Turracher See [tief.St.];Phosphor gesamt;mg/l;0;30;2022;0,007415;0,006661;0,008168;2
Turracher See [tief.St.];pH-Wert;;1;1;2022;8,41;8,17;8,65;2
Turracher See [tief.St.];Phosphat-Phosphor;mg/l;0;6;2022;0,003;0,002;0,004;2
Turracher See [tief.St.];Sichttiefe;m;0;0;2022;5,7;4,9;6,5;2
Turracher See [tief.St.];Wassertemperatur;�C;0;0;2022;15,95;14,3;17,6;2
Vassacher See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;5;2022;6,25;5;7,5;2
Vassacher See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;10;2022;5,921716;4,951365;6,892067;2
Vassacher See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;252,5;247;258;2
Vassacher See [tief.St.];Ammonium-Stickstoff;mg/l;10;10;2022;0,8635;0,442;1,285;2
Vassacher See [tief.St.];Nitrat-Stickstoff;mg/l;0;5;2022;0,03;0,03;0,03;2
Vassacher See [tief.St.];Sauerstoffgehalt;mg/l;10;10;2022;0,1;0,1;0,1;2
Vassacher See [tief.St.];Phosphor gesamt;mg/l;10;10;2022;0,0325;0,021;0,044;2
Vassacher See [tief.St.];Phosphor gesamt;mg/l;0;5;2022;0,018;0,01;0,026;2
Vassacher See [tief.St.];Phosphor gesamt;mg/l;0;10;2022;0,01842;0,011161;0,025678;2
Vassacher See [tief.St.];pH-Wert;;1;1;2022;8,35;8,1;8,6;2
Vassacher See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;5;2022;0,447424;0,21622;0,678628;2
Vassacher See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;10;2022;0,417819;0,21201;0,623628;2
Vassacher See [tief.St.];Phosphat-Phosphor;mg/l;0;5;2022;0,001;0,001;0,001;2
Vassacher See [tief.St.];Sichttiefe;m;0;0;2022;3,45;2,9;4;2
Vassacher See [tief.St.];Wassertemperatur;�C;0;0;2022;22,45;21;23,9;2
Wei�ensee (tief.St.);Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2022;1;1;1;4
Wei�ensee (tief.St.);Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;30;2022;1,559583;1,023445;2,615992;4
Wei�ensee (tief.St.);Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;299,5;287;312;4
Wei�ensee (tief.St.);Ammonium-Stickstoff;mg/l;80;80;2022;0,19875;0,177;0,223;4
Wei�ensee (tief.St.);Ammonium-Stickstoff;mg/l;50;50;2022;0,02425;0,014;0,038;4
Wei�ensee (tief.St.);Nitrat-Stickstoff;mg/l;0;6;2022;0,05703;0,03;0,094095;4
Wei�ensee (tief.St.);Sauerstoffgehalt;mg/l;50;50;2022;0,1;0,1;0,1;4
Wei�ensee (tief.St.);Phosphor gesamt;mg/l;50;50;2022;0,006125;0,0025;0,008;4
Wei�ensee (tief.St.);Phosphor gesamt;mg/l;0;6;2022;0,003396;0,0025;0,004833;4
Wei�ensee (tief.St.);Phosphor gesamt;mg/l;94;94;2022;0,02025;0,014;0,026;4
Wei�ensee (tief.St.);Phosphor gesamt;mg/l;0;80;2022;0,004437;0,003377;0,006033;4
Wei�ensee (tief.St.);pH-Wert;;1;1;2022;8,19;7,77;8,5;4
Wei�ensee (tief.St.);Phytoplankton Biovolumen;mm�/l;0;30;2022;0,299811;0,229103;0,384358;4
Wei�ensee (tief.St.);Phytoplankton Biovolumen;mm�/l;0;6;2022;0,253531;0,158662;0,303076;4
Wei�ensee (tief.St.);Phosphat-Phosphor;mg/l;0;6;2022;0,002268;0,001714;0,003;4
Wei�ensee (tief.St.);Sichttiefe;m;0;0;2022;9,7;5,4;12,5;4
Wei�ensee (tief.St.);Wassertemperatur;�C;0;0;2022;14,325;8,6;21,8;4
Wernberger Badesee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;10;2022;6,65;6,3;7;2
Wernberger Badesee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2022;6,65;6,3;7;2
Wernberger Badesee [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;391;376;406;2
Wernberger Badesee [tief.St.];Ammonium-Stickstoff;mg/l;10;10;2022;1,6865;1,418;1,955;2
Wernberger Badesee [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2022;0,165;0,11;0,22;2
Wernberger Badesee [tief.St.];Sauerstoffgehalt;mg/l;10;10;2022;0,1;0,1;0,1;2
Wernberger Badesee [tief.St.];Phosphor gesamt;mg/l;10;10;2022;0,023;0,019;0,027;2
Wernberger Badesee [tief.St.];Phosphor gesamt;mg/l;0;6;2022;0,0095;0,009;0,01;2
Wernberger Badesee [tief.St.];pH-Wert;;1;1;2022;8,1;8,1;8,1;2
Wernberger Badesee [tief.St.];Phosphat-Phosphor;mg/l;0;6;2022;0,0035;0,003;0,004;2
Wernberger Badesee [tief.St.];Sichttiefe;m;0;0;2022;3,95;3,7;4,2;2
Wernberger Badesee [tief.St.];Wassertemperatur;�C;0;0;2022;21,25;21;21,5;2
W�rthersee Saag [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;30;2022;4,852652;3,324641;6,902574;4
W�rthersee Saag [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2022;3,625;1;7,4;4
W�rthersee Saag [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;309;292;321;4
W�rthersee Saag [tief.St.];Ammonium-Stickstoff;mg/l;50;50;2022;0,128;0,007;0,268;4
W�rthersee Saag [tief.St.];Ammonium-Stickstoff;mg/l;70;70;2022;0,56425;0,519;0,625;4
W�rthersee Saag [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2022;0,067911;0,03;0,14169;4
W�rthersee Saag [tief.St.];Sauerstoffgehalt;mg/l;70;70;2022;0,1;0,1;0,1;4
W�rthersee Saag [tief.St.];Sauerstoffgehalt;mg/l;50;50;2022;0,275;0,1;0,8;4
W�rthersee Saag [tief.St.];Phosphor gesamt;mg/l;0;6;2022;0,007435;0,004357;0,009929;4
W�rthersee Saag [tief.St.];Phosphor gesamt;mg/l;0;50;2022;0,010374;0,006381;0,013083;4
W�rthersee Saag [tief.St.];Phosphor gesamt;mg/l;50;50;2022;0,025;0,01;0,048;4
W�rthersee Saag [tief.St.];Phosphor gesamt;mg/l;70;70;2022;0,08175;0,072;0,094;4
W�rthersee Saag [tief.St.];pH-Wert;;1;1;2022;8,16;7,8;8,5;4
W�rthersee Saag [tief.St.];Phytoplankton Biovolumen;mm�/l;0;30;2022;0,939313;0,440802;1,556118;4
W�rthersee Saag [tief.St.];Phytoplankton Biovolumen;mm�/l;0;6;2022;0,723646;0,2491;1,32845;4
W�rthersee Saag [tief.St.];Phosphat-Phosphor;mg/l;0;6;2022;0,001173;0,001;0,00169;4
W�rthersee Saag [tief.St.];Sichttiefe;m;0;0;2022;5,1125;3,9;6,6;4
W�rthersee Saag [tief.St.];Wassertemperatur;�C;0;0;2022;12,4;5,1;19,6;4
Zmulner See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;5;2022;15,55;11,5;19,6;2
