MESSSTELLE;PARAMETERBEZEICHNUNG;DIM;T.von;T.bis;JAHR;AVG;MIN;MAX;ANZ
Linsendorfer See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;5;2021;0;0;0;0
Linsendorfer See [tief.St.];Sauerstoffgehalt;mg/l;5;5;2021;9,5;8;11;2
Linsendorfer See [tief.St.];Sichttiefe;m;0;0;2021;4,25;4,2;4,3;2
Linsendorfer See [tief.St.];Wassertemperatur;�C;0;0;2021;17,65;15,5;19,8;2
Magdalenensee [tief.St.];Ammonium-Stickstoff;mg/l;4;4;2021;0,0425;0,041;0,044;2
Magdalenensee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;4;2021;1,5;1;2;2
Magdalenensee [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;545,5;545;546;2
Magdalenensee [tief.St.];Nitrat-Stickstoff;mg/l;0;4;2021;1,3957;1,177;1,6144;2
Magdalenensee [tief.St.];Phosphat-Phosphor;mg/l;0;4;2021;0,0015;0,0012;0,0018;2
Magdalenensee [tief.St.];Phosphor gesamt;mg/l;0;4;2021;0,00525;0,0045;0,006;2
Magdalenensee [tief.St.];pH-Wert;;1;1;2021;8,095;8,07;8,12;2
Magdalenensee [tief.St.];Phytoplankton Biovolumen;mm�/l;0;4;2021;0;0;0;0
Magdalenensee [tief.St.];Sauerstoffgehalt;mg/l;4;4;2021;14,65;11,1;18,2;2
Magdalenensee [tief.St.];Sichttiefe;m;0;0;2021;3,7;3,5;3,9;2
Magdalenensee [tief.St.];Wassertemperatur;�C;0;0;2021;19,9;17,1;22,7;2
Maltschacher See [tief.St.];Ammonium-Stickstoff;mg/l;5;5;2021;0,1965;0,007;0,386;2
Maltschacher See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;5;2021;19;15,9;22,1;2
Maltschacher See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;239,5;232;247;2
Maltschacher See [tief.St.];Nitrat-Stickstoff;mg/l;0;5;2021;0,016542;0,003;0,030083;2
Maltschacher See [tief.St.];Phosphat-Phosphor;mg/l;0;5;2021;0,002209;0,001417;0,003;2
Maltschacher See [tief.St.];Phosphor gesamt;mg/l;5;5;2021;0,032;0,022;0,042;2
Maltschacher See [tief.St.];Phosphor gesamt;mg/l;0;5;2021;0,0235;0,021083;0,025917;2
Maltschacher See [tief.St.];pH-Wert;;1;1;2021;8,075;7,67;8,48;2
Maltschacher See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;5;2021;1,624902;1,549804;1,7;2
Maltschacher See [tief.St.];Sauerstoffgehalt;mg/l;5;5;2021;6;5,4;6,6;2
Maltschacher See [tief.St.];Sichttiefe;m;0;0;2021;1,9;1,4;2,4;2
Maltschacher See [tief.St.];Wassertemperatur;�C;0;0;2021;20,3;17;23,6;2
Millst�tter See [tief.St.];Ammonium-Stickstoff;mg/l;50;50;2021;0,0035;0,002;0,005;4
Millst�tter See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;30;2021;2,826807;2,439892;3,187745;4
Millst�tter See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2021;2,2;1;4,1;4
Millst�tter See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;166,5;160;174;4
Millst�tter See [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2021;0,252244;0,16269;0,359024;4
Millst�tter See [tief.St.];Phosphat-Phosphor;mg/l;0;6;2021;0,00125;0,001;0,002;4
Millst�tter See [tief.St.];Phosphor gesamt;mg/l;50;50;2021;0,0025;0,0025;0,0025;4
Millst�tter See [tief.St.];Phosphor gesamt;mg/l;0;6;2021;0,002572;0,0025;0,002667;4
Millst�tter See [tief.St.];Phosphor gesamt;mg/l;100;100;2021;0,0025;0,0025;0,0025;4
Millst�tter See [tief.St.];Phosphor gesamt;mg/l;0;70;2021;0,00285;0,0025;0,003122;4
Millst�tter See [tief.St.];pH-Wert;;1;1;2021;8,13;7,72;8,88;4
Millst�tter See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;6;2021;0,502032;0,2246;0,764604;4
Millst�tter See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;30;2021;0,52141;0,290027;0,750644;4
Millst�tter See [tief.St.];Sauerstoffgehalt;mg/l;50;50;2021;6,9;6,3;7,7;4
Millst�tter See [tief.St.];Sauerstoffgehalt;mg/l;100;100;2021;2,85;2,4;3,1;4
Millst�tter See [tief.St.];Sichttiefe;m;0;0;2021;7,8;7,2;8,6;4
Millst�tter See [tief.St.];Wassertemperatur;�C;0;0;2021;13,75;4,5;20,9;4
Moosburger M�hlteich [tief.St.];Ammonium-Stickstoff;mg/l;1;1;2021;0,0185;0,017;0,02;2
Moosburger M�hlteich [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;1;1;2021;37,15;10;64,3;2
Moosburger M�hlteich [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;254;254;254;2
Moosburger M�hlteich [tief.St.];Nitrat-Stickstoff;mg/l;1;1;2021;0,003;0,003;0,003;2
Moosburger M�hlteich [tief.St.];Phosphat-Phosphor;mg/l;1;1;2021;0,002;0,001;0,003;2
Moosburger M�hlteich [tief.St.];Phosphor gesamt;mg/l;1;1;2021;0,0485;0,027;0,07;2
Moosburger M�hlteich [tief.St.];pH-Wert;;1;1;2021;8,03;7,8;8,26;2
Moosburger M�hlteich [tief.St.];Phytoplankton Biovolumen;mm�/l;1;1;2021;0;0;0;0
Moosburger M�hlteich [tief.St.];Sauerstoffgehalt;mg/l;1;1;2021;7,8;6,5;9,1;2
Moosburger M�hlteich [tief.St.];Sichttiefe;m;0;0;2021;1,225;0,35;2,1;2
Moosburger M�hlteich [tief.St.];Wassertemperatur;�C;0;0;2021;20;17,2;22,8;2
Ossiacher See [tief.St.];Ammonium-Stickstoff;mg/l;45;45;2021;0,01025;0,002;0,027;4
Ossiacher See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2021;6,9;4,7;10,7;4
Ossiacher See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;30;2021;5,874543;3,515797;10,288352;4
Ossiacher See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;237,75;217;249;4
Ossiacher See [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2021;0,255304;0,017429;0,475595;4
Ossiacher See [tief.St.];Phosphat-Phosphor;mg/l;0;6;2021;0,002108;0,002048;0,002286;4
Ossiacher See [tief.St.];Phosphor gesamt;mg/l;0;6;2021;0,009137;0,008405;0,010262;4
Ossiacher See [tief.St.];Phosphor gesamt;mg/l;0;45;2021;0,009511;0,008758;0,010272;4
Ossiacher See [tief.St.];Phosphor gesamt;mg/l;45;45;2021;0,0125;0,01;0,016;4
Ossiacher See [tief.St.];pH-Wert;;1;1;2021;8,2475;7,91;8,62;4
Ossiacher See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;30;2021;0,919259;0,631398;1,274322;4
Ossiacher See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;6;2021;1,15489;0,870805;1,450404;4
Ossiacher See [tief.St.];Sauerstoffgehalt;mg/l;45;45;2021;5,15;0,1;10,7;4
Ossiacher See [tief.St.];Sichttiefe;m;0;0;2021;4,275;2,2;5,8;4
Ossiacher See [tief.St.];Wassertemperatur;�C;0;0;2021;13,8;4,6;21,4;4
Pirkdorfer See [tief.St.];Ammonium-Stickstoff;mg/l;2;2;2021;0,0155;0,007;0,024;2
Pirkdorfer See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;2;2021;17,45;9,7;25,2;2
Pirkdorfer See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;272;254;290;2
Pirkdorfer See [tief.St.];Nitrat-Stickstoff;mg/l;0;2;2021;0,003;0,003;0,003;2
Pirkdorfer See [tief.St.];Phosphat-Phosphor;mg/l;0;2;2021;0,002;0,001;0,003;2
Pirkdorfer See [tief.St.];Phosphor gesamt;mg/l;0;2;2021;0,041;0,039;0,043;2
Pirkdorfer See [tief.St.];pH-Wert;;1;1;2021;8,19;8,1;8,28;2
Pirkdorfer See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;2;2021;1,979523;0,804205;3,154841;2
Pirkdorfer See [tief.St.];Sauerstoffgehalt;mg/l;2;2;2021;8,2;7,4;9;2
Pirkdorfer See [tief.St.];Sichttiefe;m;0;0;2021;0,625;0,55;0,7;2
Pirkdorfer See [tief.St.];Wassertemperatur;�C;0;0;2021;18,2;12,8;23,6;2
Pischeldorfer Badeteich [tief.St.];Ammonium-Stickstoff;mg/l;1;1;2021;0,041;0,019;0,063;2
Pischeldorfer Badeteich [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;1;1;2021;4,1;3,9;4,3;2
Pischeldorfer Badeteich [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;613,5;589;638;2
Pischeldorfer Badeteich [tief.St.];Nitrat-Stickstoff;mg/l;1;1;2021;2,6645;2,654;2,675;2
Pischeldorfer Badeteich [tief.St.];Phosphat-Phosphor;mg/l;1;1;2021;0,0025;0,001;0,004;2
Pischeldorfer Badeteich [tief.St.];Phosphor gesamt;mg/l;1;1;2021;0,008;0,007;0,009;2
Pischeldorfer Badeteich [tief.St.];pH-Wert;;1;1;2021;7,4;7,1;7,7;2
Pischeldorfer Badeteich [tief.St.];Phytoplankton Biovolumen;mm�/l;1;1;2021;0;0;0;0
Pischeldorfer Badeteich [tief.St.];Sauerstoffgehalt;mg/l;1;1;2021;9;7,9;10,1;2
Pischeldorfer Badeteich [tief.St.];Sichttiefe;m;0;0;2021;2;2;2;2
Pischeldorfer Badeteich [tief.St.];Wassertemperatur;�C;0;0;2021;17,65;12,8;22,5;2
Pressegger See [tief.St.];Ammonium-Stickstoff;mg/l;12;12;2021;0,036667;0,019;0,056;3
Pressegger See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2021;3,5;1,1;4,8;3
Pressegger See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;400,666667;395;411;3
Pressegger See [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2021;0,382;0,279;0,573;3
Pressegger See [tief.St.];Phosphat-Phosphor;mg/l;0;6;2021;0,001333;0,001;0,002;3
Pressegger See [tief.St.];Phosphor gesamt;mg/l;12;12;2021;0,006167;0,0025;0,011;3
Pressegger See [tief.St.];Phosphor gesamt;mg/l;0;6;2021;0,0065;0,0025;0,009;3
Pressegger See [tief.St.];Phosphor gesamt;mg/l;0;12;2021;0,006499;0,0025;0,009002;3
Pressegger See [tief.St.];pH-Wert;;1;1;2021;8,026667;7,9;8,18;3
Pressegger See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;6;2021;0,740189;0,45222;1,137636;3
Pressegger See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;12;2021;0,738901;0,451858;1,134893;3
Pressegger See [tief.St.];Sauerstoffgehalt;mg/l;12;12;2021;6,2;3,1;11,4;3
Pressegger See [tief.St.];Sichttiefe;m;0;0;2021;4,133333;3,5;4,7;3
Pressegger See [tief.St.];Wassertemperatur;�C;0;0;2021;15,6;5,9;21,6;3
Rauschelesee [tief.St.];Ammonium-Stickstoff;mg/l;12;12;2021;1,791;0,688;2,894;2
Rauschelesee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2021;6,25;3,9;8,6;2
Rauschelesee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;12;2021;6,662509;5,705805;7,619213;2
Rauschelesee [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;314;291;337;2
Rauschelesee [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2021;0,2045;0,121;0,288;2
Rauschelesee [tief.St.];Phosphat-Phosphor;mg/l;0;6;2021;0,0015;0,001;0,002;2
Rauschelesee [tief.St.];Phosphor gesamt;mg/l;0;12;2021;0,010035;0,008959;0,011111;2
Rauschelesee [tief.St.];Phosphor gesamt;mg/l;12;12;2021;0,048;0,047;0,049;2
Rauschelesee [tief.St.];Phosphor gesamt;mg/l;0;6;2021;0,0065;0,005;0,008;2
Rauschelesee [tief.St.];pH-Wert;;1;1;2021;8,305;8,21;8,4;2
Rauschelesee [tief.St.];Phytoplankton Biovolumen;mm�/l;0;6;2021;0,863727;0,765991;0,961462;2
Rauschelesee [tief.St.];Phytoplankton Biovolumen;mm�/l;0;12;2021;0,802341;0,75287;0,851812;2
Rauschelesee [tief.St.];Sauerstoffgehalt;mg/l;12;12;2021;0,1;0,1;0,1;2
Rauschelesee [tief.St.];Sichttiefe;m;0;0;2021;4,6;4;5,2;2
Rauschelesee [tief.St.];Wassertemperatur;�C;0;0;2021;22,65;22;23,3;2
Saisser See [tief.St.];Ammonium-Stickstoff;mg/l;5;5;2021;0;0;0;0
Saisser See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;5;2021;0;0;0;0
Saisser See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;0;0;0;0
Saisser See [tief.St.];Nitrat-Stickstoff;mg/l;0;5;2021;0;0;0;0
Saisser See [tief.St.];Phosphat-Phosphor;mg/l;0;5;2021;0;0;0;0
Saisser See [tief.St.];Phosphor gesamt;mg/l;0;5;2021;0;0;0;0
Saisser See [tief.St.];pH-Wert;;1;1;2021;0;0;0;0
Saisser See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;5;2021;0;0;0;0
Saisser See [tief.St.];Sauerstoffgehalt;mg/l;5;5;2021;0;0;0;0
Saisser See [tief.St.];Sichttiefe;m;0;0;2021;0;0;0;0
Saisser See [tief.St.];Wassertemperatur;�C;0;0;2021;0;0;0;0
Silbersee Villach [tief.St.];Ammonium-Stickstoff;mg/l;5;5;2021;0,0185;0,018;0,019;2
Silbersee Villach [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;5;2021;3,8;1,7;5,9;2
Silbersee Villach [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;270,5;261;280;2
Silbersee Villach [tief.St.];Nitrat-Stickstoff;mg/l;0;5;2021;0,003;0,003;0,003;2
Silbersee Villach [tief.St.];Phosphat-Phosphor;mg/l;0;5;2021;0,001;0,001;0,001;2
Silbersee Villach [tief.St.];Phosphor gesamt;mg/l;0;5;2021;0,008375;0,00775;0,009;2
Silbersee Villach [tief.St.];pH-Wert;;1;1;2021;8,385;8,3;8,47;2
Silbersee Villach [tief.St.];Phytoplankton Biovolumen;mm�/l;0;5;2021;0,424237;0,300151;0,548322;2
Silbersee Villach [tief.St.];Sauerstoffgehalt;mg/l;5;5;2021;9,25;8,2;10,3;2
Silbersee Villach [tief.St.];Sichttiefe;m;0;0;2021;4,45;3,8;5,1;2
Silbersee Villach [tief.St.];Wassertemperatur;�C;0;0;2021;21,55;18,4;24,7;2
Sonnegger See [tief.St.];Ammonium-Stickstoff;mg/l;1;1;2021;0,017;0,012;0,022;2
Sonnegger See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;1;1;2021;0;0;0;0
Sonnegger See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;398,5;350;447;2
Sonnegger See [tief.St.];Nitrat-Stickstoff;mg/l;1;1;2021;0,6305;0,51;0,751;2
Sonnegger See [tief.St.];Phosphat-Phosphor;mg/l;1;1;2021;0,0015;0,001;0,002;2
Sonnegger See [tief.St.];Phosphor gesamt;mg/l;1;1;2021;0,0075;0,007;0,008;2
Sonnegger See [tief.St.];pH-Wert;;1;1;2021;8,06;8;8,12;2
Sonnegger See [tief.St.];Phytoplankton Biovolumen;mm�/l;1;1;2021;0;0;0;0
Sonnegger See [tief.St.];Sauerstoffgehalt;mg/l;1;1;2021;9,1;7,8;10,4;2
Sonnegger See [tief.St.];Sichttiefe;m;0;0;2021;1;0;2;2
Sonnegger See [tief.St.];Wassertemperatur;�C;0;0;2021;18,7;13,9;23,5;2
St. Andr�er Badesee [tief.St.];Ammonium-Stickstoff;mg/l;2;2;2021;0,013;0,01;0,016;2
St. Andr�er Badesee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;2;2021;20,45;18,9;22;2
St. Andr�er Badesee [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;469,5;458;481;2
St. Andr�er Badesee [tief.St.];Nitrat-Stickstoff;mg/l;0;2;2021;4,176;2,479;5,873;2
St. Andr�er Badesee [tief.St.];Phosphat-Phosphor;mg/l;0;2;2021;0,0035;0,003;0,004;2
St. Andr�er Badesee [tief.St.];Phosphor gesamt;mg/l;0;2;2021;0,032;0,021;0,043;2
St. Andr�er Badesee [tief.St.];pH-Wert;;1;1;2021;7,96;7,78;8,14;2
St. Andr�er Badesee [tief.St.];Phytoplankton Biovolumen;mm�/l;0;2;2021;0;0;0;0
St. Andr�er Badesee [tief.St.];Sauerstoffgehalt;mg/l;2;2;2021;11,95;10,5;13,4;2
St. Andr�er Badesee [tief.St.];Sichttiefe;m;0;0;2021;1,1;1,1;1,1;2
St. Andr�er Badesee [tief.St.];Wassertemperatur;�C;0;0;2021;20,05;18,6;21,5;2
St. Johanner Badesee [tief.St.];Ammonium-Stickstoff;mg/l;9;9;2021;0,017;0,011;0,023;2
St. Johanner Badesee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2021;2,6;1,8;3,4;2
St. Johanner Badesee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;9;2021;2,755556;2,111111;3,4;2
St. Johanner Badesee [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;423;413;433;2
St. Johanner Badesee [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2021;1,313;1,185;1,441;2
St. Johanner Badesee [tief.St.];Phosphat-Phosphor;mg/l;0;6;2021;0,001;0,001;0,001;2
St. Johanner Badesee [tief.St.];Phosphor gesamt;mg/l;9;9;2021;0,006;0,006;0,006;2
St. Johanner Badesee [tief.St.];Phosphor gesamt;mg/l;0;6;2021;0,007;0,005;0,009;2
St. Johanner Badesee [tief.St.];pH-Wert;;1;1;2021;7,96;7,9;8,02;2
St. Johanner Badesee [tief.St.];Phytoplankton Biovolumen;mm�/l;0;6;2021;0,73052;0,432401;1,028639;2
St. Johanner Badesee [tief.St.];Phytoplankton Biovolumen;mm�/l;0;9;2021;0,717061;0,468469;0,965653;2
St. Johanner Badesee [tief.St.];Sauerstoffgehalt;mg/l;9;9;2021;10,95;8,8;13,1;2
St. Johanner Badesee [tief.St.];Sichttiefe;m;0;0;2021;3,8;2,3;5,3;2
St. Johanner Badesee [tief.St.];Wassertemperatur;�C;0;0;2021;22,25;22,1;22,4;2
St. Urban See [tief.St.];Ammonium-Stickstoff;mg/l;1;1;2021;0,0085;0,002;0,015;2
St. Urban See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;1;1;2021;13,85;8,3;19,4;2
St. Urban See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;279;272;286;2
St. Urban See [tief.St.];Nitrat-Stickstoff;mg/l;1;1;2021;0,003;0,003;0,003;2
St. Urban See [tief.St.];Phosphat-Phosphor;mg/l;1;1;2021;0,002;0,001;0,003;2
St. Urban See [tief.St.];Phosphor gesamt;mg/l;1;1;2021;0,0315;0,026;0,037;2
St. Urban See [tief.St.];pH-Wert;;1;1;2021;8,035;8;8,07;2
St. Urban See [tief.St.];Phytoplankton Biovolumen;mm�/l;1;1;2021;0;0;0;0
St. Urban See [tief.St.];Sauerstoffgehalt;mg/l;1;1;2021;8,1;8;8,2;2
St. Urban See [tief.St.];Sichttiefe;m;0;0;2021;1,05;0,6;1,5;2
St. Urban See [tief.St.];Wassertemperatur;�C;0;0;2021;19,2;15,3;23,1;2
Trattnigteich [tief.St.];Ammonium-Stickstoff;mg/l;3;3;2021;0,0595;0,006;0,113;2
Trattnigteich [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;3;2021;25,05;11,9;38,2;2
Trattnigteich [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;104;101;107;2
Trattnigteich [tief.St.];Nitrat-Stickstoff;mg/l;0;3;2021;0,003;0,003;0,003;2
Trattnigteich [tief.St.];Phosphat-Phosphor;mg/l;0;3;2021;0,002813;0,002;0,003625;2
Trattnigteich [tief.St.];Phosphor gesamt;mg/l;0;3;2021;0,0495;0,0385;0,0605;2
Trattnigteich [tief.St.];Phosphor gesamt;mg/l;3;3;2021;0,082;0,041;0,123;2
Trattnigteich [tief.St.];pH-Wert;;1;1;2021;8,035;7,69;8,38;2
Trattnigteich [tief.St.];Phytoplankton Biovolumen;mm�/l;0;3;2021;0;0;0;0
Trattnigteich [tief.St.];Sauerstoffgehalt;mg/l;3;3;2021;9,35;9,2;9,5;2
Trattnigteich [tief.St.];Sichttiefe;m;0;0;2021;1,65;1,1;2,2;2
Trattnigteich [tief.St.];Wassertemperatur;�C;0;0;2021;20,75;20,7;20,8;2
Turnersee [tief.St.];Ammonium-Stickstoff;mg/l;12;12;2021;1,588;0,708;2,468;2
Turnersee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2021;7,2;6,4;8;2
Turnersee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;12;2021;9,316782;8,567741;10,065823;4
Turnersee [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;357;326;388;2
Turnersee [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2021;0,9515;0,803;1,1;2
Turnersee [tief.St.];Phosphat-Phosphor;mg/l;0;6;2021;0,0015;0,001;0,002;2
Turnersee [tief.St.];Phosphor gesamt;mg/l;0;6;2021;0,0085;0,008;0,009;2
Turnersee [tief.St.];Phosphor gesamt;mg/l;12;12;2021;0,0375;0,017;0,058;2
Turnersee [tief.St.];Phosphor gesamt;mg/l;0;12;2021;0,012061;0,010279;0,013843;2
Turnersee [tief.St.];pH-Wert;;1;1;2021;8,305;8,26;8,35;2
Turnersee [tief.St.];Phytoplankton Biovolumen;mm�/l;0;6;2021;1,378605;1,103371;1,653839;2
Turnersee [tief.St.];Phytoplankton Biovolumen;mm�/l;0;12;2021;1,486235;1,1723;1,80017;2
Turnersee [tief.St.];Sauerstoffgehalt;mg/l;12;12;2021;0,1;0,1;0,1;2
Turnersee [tief.St.];Sichttiefe;m;0;0;2021;2,95;2,3;3,6;2
Turnersee [tief.St.];Wassertemperatur;�C;0;0;2021;20,05;18,1;22;2
Turracher See [tief.St.];Ammonium-Stickstoff;mg/l;30;30;2021;0,1065;0,019;0,194;2
Turracher See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2021;5,25;2,8;7,7;2
Turracher See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;140,5;138;143;2
Turracher See [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2021;0,0685;0,003;0,134;2
Turracher See [tief.St.];Phosphat-Phosphor;mg/l;0;6;2021;0,001;0,001;0,001;2
Turracher See [tief.St.];Phosphor gesamt;mg/l;30;30;2021;0,0135;0,012;0,015;2
Turracher See [tief.St.];Phosphor gesamt;mg/l;0;30;2021;0;0;0;0
Turracher See [tief.St.];Phosphor gesamt;mg/l;0;6;2021;0,00675;0,0025;0,011;2
Turracher See [tief.St.];pH-Wert;;1;1;2021;8,185;7,87;8,5;2
Turracher See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;6;2021;0;0;0;0
Turracher See [tief.St.];Sauerstoffgehalt;mg/l;30;30;2021;0,75;0,4;1,1;2
Turracher See [tief.St.];Sichttiefe;m;0;0;2021;3,75;2,3;5,2;2
Turracher See [tief.St.];Wassertemperatur;�C;0;0;2021;13,35;10;16,7;2
Vassacher See [tief.St.];Ammonium-Stickstoff;mg/l;10;10;2021;0,3735;0,316;0,431;2
Vassacher See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;5;2021;9,6;8,9;10,3;2
Vassacher See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;10;2021;8,821846;8,178586;9,465105;4
Vassacher See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;243;235;251;2
Vassacher See [tief.St.];Nitrat-Stickstoff;mg/l;0;5;2021;0,003;0,003;0,003;2
Vassacher See [tief.St.];Phosphat-Phosphor;mg/l;0;5;2021;0,001;0,001;0,001;2
Vassacher See [tief.St.];Phosphor gesamt;mg/l;0;5;2021;0,0095;0,009;0,01;2
Vassacher See [tief.St.];Phosphor gesamt;mg/l;0;10;2021;0,009949;0,009625;0,010272;2
Vassacher See [tief.St.];Phosphor gesamt;mg/l;10;10;2021;0,02;0,015;0,025;2
Vassacher See [tief.St.];pH-Wert;;1;1;2021;8,42;8,07;8,77;2
Vassacher See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;5;2021;0;0;0;0
Vassacher See [tief.St.];Phytoplankton Biovolumen;mm�/l;0;10;2021;0;0;0;0
Vassacher See [tief.St.];Sauerstoffgehalt;mg/l;10;10;2021;0,1;0,1;0,1;2
Vassacher See [tief.St.];Sichttiefe;m;0;0;2021;3,35;3,3;3,4;2
Vassacher See [tief.St.];Wassertemperatur;�C;0;0;2021;21;17,2;24,8;2
Wei�ensee (tief.St.);Ammonium-Stickstoff;mg/l;80;80;2021;0,173;0,155;0,192;4
Wei�ensee (tief.St.);Ammonium-Stickstoff;mg/l;50;50;2021;0,003;0,002;0,006;4
Wei�ensee (tief.St.);Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;30;2021;1,82799;1,117227;2,338736;4
Wei�ensee (tief.St.);Chlorophyll a integr. Gesamtp. Sonde - Feldwert;�g/l;0;6;2021;1,325;1;1,7;4
Wei�ensee (tief.St.);Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2021;311,25;290;328;4
Wei�ensee (tief.St.);Nitrat-Stickstoff;mg/l;0;6;2021;0,054196;0,003;0,149095;4
Wei�ensee (tief.St.);Phosphat-Phosphor;mg/l;0;6;2021;0,001423;0,001;0,002;4
Wei�ensee (tief.St.);Phosphor gesamt;mg/l;0;80;2021;0,003235;0,003177;0,003323;4
Wei�ensee (tief.St.);Phosphor gesamt;mg/l;94;94;2021;0,0215;0,016;0,026;4
Wei�ensee (tief.St.);Phosphor gesamt;mg/l;0;6;2021;0,002842;0,0025;0,00375;4
Wei�ensee (tief.St.);Phosphor gesamt;mg/l;50;50;2021;0,0025;0,0025;0,0025;4
Wei�ensee (tief.St.);pH-Wert;;1;1;2021;8,2625;8;8,38;4
Wei�ensee (tief.St.);Phytoplankton Biovolumen;mm�/l;0;30;2021;0,262648;0,161314;0,343357;4
Wei�ensee (tief.St.);Phytoplankton Biovolumen;mm�/l;0;6;2021;0,213162;0,134709;0,246032;4
Wei�ensee (tief.St.);Sauerstoffgehalt;mg/l;50;50;2021;0,825;0,1;1,6;4
Wei�ensee (tief.St.);Sichttiefe;m;0;0;2021;8,6;6,9;10,3;4
Wei�ensee (tief.St.);Wassertemperatur;�C;0;0;2021;13,7;5,4;22,2;4
