MESSSTELLE;PARAMETER;PARAMETERBEZEICHNUNG;DIM;T.von;T.bis;JAHR;MIN;MAX;AVG;ANZ
Faaker See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;6;2019;0,12418;0,197261;0,15531;4
Faaker See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;29;2019;0,121369;0,191267;0,144947;4
Faaker See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2019;0,001;0,003667;0,00234;4
Faaker See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2019;0,9;6;3,8;4
Faaker See [tief.St.];Wassertemperatur;Wassertemperatur;�C;0;0;2019;8,1;22,1;14,825;4
Feldsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;6;2019;2,7;6,2;3,95;4
Feldsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;26;2019;0;0;0;0
Feldsee [tief.St.];K25;Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2019;120;129;123,5;4
Feldsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;26;26;2019;0,112;1,959;0,74325;4
Feldsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2019;0,003;0,26905;0,14864;4
Feldsee [tief.St.];O2;Sauerstoffgehalt;mg/l;26;26;2019;0,1;3,8;1,025;4
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;26;26;2019;0,0181;0,1931;0,069575;4
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2019;0,0104;0,0124;0,011375;4
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;26;2019;0,011649;0,01576;0,013923;4
Feldsee [tief.St.];pH;pH-Wert;;1;1;2019;7,4;8,8;8,2125;4
Feldsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;26;2019;0,199163;2,105666;0,960761;4
Feldsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;6;2019;0,208091;0,839173;0,443573;4
Feldsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2019;0,001;0,0025;0,001625;4
Feldsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2019;3,4;4,5;4,075;4
Feldsee [tief.St.];Wassertemperatur;Wassertemperatur;�C;0;0;2019;6,3;22,6;14,4;4
Ferlacher Badesee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;5;2019;1;8,9;4,95;2
Ferlacher Badesee [tief.St.];K25;Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2019;346;347;346,5;2
Ferlacher Badesee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;5;5;2019;0,0603;0,08;0,07015;2
Ferlacher Badesee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2019;0,21023;2,6975;1,453865;2
Ferlacher Badesee [tief.St.];O2;Sauerstoffgehalt;mg/l;5;5;2019;5,5;8,2;6,85;2
Ferlacher Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2019;0,0098;0,0175;0,01365;2
Ferlacher Badesee [tief.St.];pH;pH-Wert;;1;1;2019;8,2;8,2;8,2;2
Ferlacher Badesee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;5;2019;0;0;0;0
Ferlacher Badesee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2019;0,003;0,0032;0,0031;2
Ferlacher Badesee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2019;3,1;4;3,55;2
Ferlacher Badesee [tief.St.];Wassertemperatur;Wassertemperatur;�C;0;0;2019;14,1;23,7;18,9;2
Flatschacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;1;1;2019;20,2;23,9;22,05;2
Flatschacher See [tief.St.];K25;Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2019;209;248;228,5;2
Flatschacher See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2019;0,0073;0,0164;0,01185;2
Flatschacher See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2019;0,003;0,39912;0,20106;2
Flatschacher See [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2019;6,2;8,8;7,5;2
Flatschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2019;0,029;0,0305;0,02975;2
Flatschacher See [tief.St.];pH;pH-Wert;;1;1;2019;7,8;7,9;7,85;2
Flatschacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;1;1;2019;0;0;0;0
Flatschacher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2019;0,001;0,001;0,001;2
Flatschacher See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2019;1,3;1,5;1,4;2
Flatschacher See [tief.St.];Wassertemperatur;Wassertemperatur;�C;0;0;2019;15,6;22,5;19,05;2
Forstsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;30;2019;1,548387;2,835484;2,191936;2
Forstsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;6;2019;3,6;8,1;5,85;2
Forstsee [tief.St.];K25;Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2019;267;268;267,5;2
Forstsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;30;30;2019;0,0053;0,1154;0,06035;2
Forstsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2019;0,38849;0,686;0,537245;2
Forstsee [tief.St.];O2;Sauerstoffgehalt;mg/l;30;30;2019;0,1;1,1;0,6;2
Forstsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2019;0,0081;0,0124;0,01025;2
Forstsee [tief.St.];P-ges;Phosphor gesamt;mg/l;30;30;2019;0,0103;0,0172;0,01375;2
Forstsee [tief.St.];pH;pH-Wert;;1;1;2019;8,69;8,7;8,695;2
Forstsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;6;2019;0,412948;0,691176;0,552062;2
Forstsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;30;2019;0,12253;0,437898;0,280214;2
Forstsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2019;0,001;0,0026;0,0018;2
Forstsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2019;4,8;5,6;5,2;2
Forstsee [tief.St.];Wassertemperatur;Wassertemperatur;�C;0;0;2019;17,9;24,6;21,25;2
Goggausee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;5;2019;4,933333;57,166667;22,191667;4
Goggausee [tief.St.];K25;Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2019;163;193;175,6;5
Goggausee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;8;8;2019;0,1553;0,9;0,52566;5
Goggausee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2019;0,003;0,06325;0,01505;5
Goggausee [tief.St.];O2;Sauerstoffgehalt;mg/l;8;8;2019;0,1;5,2;1,56;5
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;3;2019;0,014;0,0685;0,02872;5
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2019;0,01445;0,06055;0,029085;5
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;8;8;2019;0,0169;0,0592;0,04152;5
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;8;2019;0,014973;0,05636;0,031212;5
Goggausee [tief.St.];pH;pH-Wert;;1;1;2019;7,4;8,56;7,888;5
Goggausee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;5;2019;0,295588;2,346589;1,222335;5
Goggausee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2019;0,001;0,003;0,00171;5
Goggausee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2019;1,3;3,8;2,64;5
Goggausee [tief.St.];Wassertemperatur;Wassertemperatur;�C;0;0;2019;1;22;11,96;5
G�sselsdorfer See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;1;1;2019;3,2;7,9;5,55;2
G�sselsdorfer See [tief.St.];K25;Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2019;326;352;339;2
G�sselsdorfer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2019;0,006;0,0086;0,0073;2
G�sselsdorfer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2019;0,003;0,003;0,003;2
G�sselsdorfer See [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2019;7,4;9,4;8,4;2
G�sselsdorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2019;0,0083;0,015;0,01165;2
G�sselsdorfer See [tief.St.];pH;pH-Wert;;1;1;2019;8,02;8,28;8,15;2
G�sselsdorfer See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;1;1;2019;0;0;0;0
G�sselsdorfer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2019;0,001;0,0038;0,0024;2
G�sselsdorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2019;1,5;2,2;1,85;2
G�sselsdorfer See [tief.St.];Wassertemperatur;Wassertemperatur;�C;0;0;2019;12,5;24;18,25;2
Greifenburger Badesee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;6;2019;3,6;7,6;5,6;2
Greifenburger Badesee [tief.St.];K25;Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2019;303;321;312;2
Greifenburger Badesee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;12;12;2019;0,609;0,924;0,7665;2
Greifenburger Badesee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2019;0,517;0,69149;0,604245;2
Greifenburger Badesee [tief.St.];O2;Sauerstoffgehalt;mg/l;12;12;2019;0,1;0,6;0,35;2
Greifenburger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2019;0,009;0,0091;0,00905;2
Greifenburger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;12;12;2019;0,022;0,0658;0,0439;2
Greifenburger Badesee [tief.St.];pH;pH-Wert;;1;1;2019;8,48;8,6;8,54;2
Greifenburger Badesee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;6;2019;0,768218;2,131214;1,449716;2
Greifenburger Badesee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;12;2019;0,825183;1,447124;1,136154;2
Greifenburger Badesee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2019;0,001;0,0027;0,00185;2
Greifenburger Badesee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2019;3,9;6,3;5,1;2
Greifenburger Badesee [tief.St.];Wassertemperatur;Wassertemperatur;�C;0;0;2019;23,6;25,4;24,5;2
Hafnersee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;10;2019;0;0;0;0
Hafnersee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;6;2019;9,5;17,3;13,4;2
Hafnersee [tief.St.];K25;Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2019;350;401;375,5;2
Hafnersee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;10;10;2019;0,657;2,027;1,342;2
Hafnersee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2019;0,003;0,003;0,003;2
Hafnersee [tief.St.];O2;Sauerstoffgehalt;mg/l;10;10;2019;0,1;0,1;0,1;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2019;0,0149;0,0177;0,0163;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;10;2019;0,015304;0,020154;0,017729;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;10;10;2019;0,024;0,0729;0,04845;2
Hafnersee [tief.St.];pH;pH-Wert;;1;1;2019;8,2;8,3;8,25;2
Hafnersee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;10;2019;0;0;0;0
Hafnersee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;6;2019;0;0;0;0
Hafnersee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2019;0,0027;0,003;0,00285;2
Hafnersee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2019;3,2;3,7;3,45;2
Hafnersee [tief.St.];Wassertemperatur;Wassertemperatur;�C;0;0;2019;11,7;24,1;17,9;2
H�rzendorfer See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;3;2019;19,4;62,1;40,75;2
H�rzendorfer See [tief.St.];K25;Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2019;367;478;422,5;2
H�rzendorfer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;3;3;2019;0,013;0,0209;0,01695;2
H�rzendorfer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;3;2019;0,158234;1,416756;0,787495;2
H�rzendorfer See [tief.St.];O2;Sauerstoffgehalt;mg/l;3;3;2019;0,4;3,7;2,05;2
H�rzendorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;3;2019;0,028913;0,049913;0,039413;2
H�rzendorfer See [tief.St.];pH;pH-Wert;;1;1;2019;8,11;8,51;8,31;2
H�rzendorfer See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;3;2019;2,406227;8,022512;5,21437;2
H�rzendorfer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;3;2019;0,001;0,001625;0,001313;2
H�rzendorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2019;0,8;1,5;1,15;2
H�rzendorfer See [tief.St.];Wassertemperatur;Wassertemperatur;�C;0;0;2019;24,2;24,8;24,5;2
Keutschacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;15;2019;1,707692;4,369231;2,810898;4
Keutschacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;6;2019;1;4,6;2,725;4
Keutschacher See [tief.St.];K25;Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2019;282;327;307,5;4
Keutschacher See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;15;15;2019;0,198;1,165;0,5232;4
Keutschacher See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2019;0,041063;0,386627;0,187592;4
Keutschacher See [tief.St.];O2;Sauerstoffgehalt;mg/l;15;15;2019;0,1;7,3;3,625;4
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2019;0,006274;0,012998;0,009285;4
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;15;15;2019;0,0089;0,0375;0,022025;4
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;15;2019;0,009387;0,012584;0,010827;4
Keutschacher See [tief.St.];pH;pH-Wert;;1;1;2019;7,7;8,44;8,11;4
Keutschacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;6;2019;0,279432;1,1756;0,691739;4
Keutschacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;15;2019;0,228583;1,45208;0,762037;4
Keutschacher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2019;0,001;0,00214;0,001285;4
Keutschacher See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2019;2,5;7,6;4,325;4
Keutschacher See [tief.St.];Wassertemperatur;Wassertemperatur;�C;0;0;2019;6,4;23,9;15,225;4
Klopeiner See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;6;2019;1,175;5,3;2,39375;4
Klopeiner See [tief.St.];K25;Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2019;241;266;253,25;4
Klopeiner See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;30;30;2019;1,325;1,485;1,404375;4
Klopeiner See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2019;0,003;0,059125;0,017031;4
Klopeiner See [tief.St.];O2;Sauerstoffgehalt;mg/l;30;30;2019;0,1;0,1;0,1;3
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2019;0,009786;0,024707;0,014893;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;30;30;2019;0,0509;0,064;0,05645;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;20;2019;0,010315;0,029121;0,01573;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;30;2019;0,016051;0,030219;0,020562;4
Klopeiner See [tief.St.];pH;pH-Wert;;1;1;2019;8,27;8,6;8,5125;4
Klopeiner See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;20;2019;0,505725;0,748356;0,634762;4
Klopeiner See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;6;2019;0,508091;0,694762;0,581409;4
Klopeiner See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2019;0,001;0,001;0,001;4
Klopeiner See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2019;5,6;8,9;7,125;4
Klopeiner See [tief.St.];Wassertemperatur;Wassertemperatur;�C;0;0;2019;6,4;24,2;14,7;4
Kraiger See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;6;2019;4,5;6,6;5,55;2
Kraiger See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;0;2019;4,5;6,6;5,55;2
Kraiger See [tief.St.];K25;Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2019;492;518;505;2
Kraiger See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;8;8;2019;0,0048;0,2592;0,132;2
Kraiger See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2019;0,003;0,44081;0,221905;2
Kraiger See [tief.St.];O2;Sauerstoffgehalt;mg/l;8;8;2019;2,9;4,2;3,55;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;8;8;2019;0,025;0,0264;0,0257;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2019;0,0106;0,015;0,0128;2
Kraiger See [tief.St.];pH;pH-Wert;;1;1;2019;8,2;8,26;8,23;2
Kraiger See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;6;2019;0,771236;0,771236;0,771236;1
Kraiger See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2019;0,001;0,0026;0,0018;2
Kraiger See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2019;3,4;5,2;4,3;2
Kraiger See [tief.St.];Wassertemperatur;Wassertemperatur;�C;0;0;2019;24;26,5;25,25;2
L�ngsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;15;2019;0;0;0;0
L�ngsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;6;2019;2,5;22,6;9,15;4
L�ngsee [tief.St.];K25;Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2019;391;421;409,75;4
L�ngsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;15;15;2019;2,195;2,633;2,421;4
L�ngsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2019;0,003;0,003;0,003;4
L�ngsee [tief.St.];O2;Sauerstoffgehalt;mg/l;15;15;2019;0,1;0,1;0,1;4
L�ngsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2019;0,011;0,0156;0,0134;4
L�ngsee [tief.St.];P-ges;Phosphor gesamt;mg/l;15;15;2019;0,0329;0,041;0,036875;4
L�ngsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;13;2019;0,012922;0,019992;0,017298;4
L�ngsee [tief.St.];pH;pH-Wert;;1;1;2019;8,1;8,7;8,45;4
L�ngsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;6;2019;0,257776;3,210843;1,048578;4
L�ngsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm�/l;0;15;2019;0,245319;2,273887;0,806363;4
L�ngsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2019;0,001;0,002;0,0015;4
L�ngsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2019;3,3;5,5;4,6;4
L�ngsee [tief.St.];Wassertemperatur;Wassertemperatur;�C;0;0;2019;8,5;24,2;15,9;4
Lavam�nder Badeteich S�dufer Steg;Chl a int.;Chlorophyll a integr. Gesamtp.;�g/l;0;2;2019;1,7;5,7;3,7;2
Lavam�nder Badeteich S�dufer Steg;K25;Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2019;284;294;289;2
Lavam�nder Badeteich S�dufer Steg;NH4-N;Ammonium-Stickstoff;mg/l;2;2;2019;0,002;0,002;0,002;2
Lavam�nder Badeteich S�dufer Steg;NO3-N;Nitrat-Stickstoff;mg/l;0;2;2019;0,003;0,003;0,003;2
Lavam�nder Badeteich S�dufer Steg;O2;Sauerstoffgehalt;mg/l;2;2;2019;8,2;9,5;8,85;2
Lavam�nder Badeteich S�dufer Steg;P-ges;Phosphor gesamt;mg/l;0;2;2019;0,0128;0,0142;0,0135;2
