MESSSTELLE;PARAMETER;PARAMETERBEZEICHNUNG;DIM;T.von;T.bis;JAHR;MIN;MAX;AVG;ANZ
Aichwaldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;7;2012;0,010828;0,012704;0,011766;2
Aichwaldsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2012;0,00105;0,00105;0,00105;2
Aichwaldsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2012;0,046833;0,050917;0,048875;2
Aichwaldsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;7;7;2012;0,0604;0,1526;0,1065;2
Aichwaldsee [tief.St.];O2;Sauerstoffgehalt;mg/l;7;7;2012;4,5;8,3;6,4;2
Badesee Kirschentheuer [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;2,1;3,5;2,8;2
Badesee Kirschentheuer [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;21,4;22,5;21,95;2
Badesee Kirschentheuer [tief.St.];pH;pH-Wert;;1;1;2012;8,1;8,274;8,187;2
Badesee Kirschentheuer [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;352;360;356;2
Badesee Kirschentheuer [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2012;0,010958;0,012417;0,011688;2
Badesee Kirschentheuer [tief.St.];P-ges;Phosphor gesamt;mg/l;10;10;2012;0,0116;0,02;0,0158;2
Badesee Kirschentheuer [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2012;0,00105;0,00105;0,00105;2
Badesee Kirschentheuer [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2012;0,118912;0,329746;0,224329;2
Badesee Kirschentheuer [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;10;10;2012;0,0189;0,0367;0,0278;2
Badesee Kirschentheuer [tief.St.];O2;Sauerstoffgehalt;mg/l;10;10;2012;7,7;8;7,85;2
Faaker See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;0,9;8,9;4,325;4
Faaker See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;6,8;18,5;12,075;4
Faaker See [tief.St.];pH;pH-Wert;;1;1;2012;7,9;8,5;8,2;4
Faaker See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;344;375;362,25;4
Faaker See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2012;0,00356;0,018283;0,007726;4
Faaker See [tief.St.];P-ges;Phosphor gesamt;mg/l;29;29;2012;0,0056;0,0181;0,0101;4
Faaker See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;29;2012;0,003151;0,018159;0,008019;4
Faaker See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2012;0,00105;0,00105;0,00105;4
Faaker See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2012;0,130354;0,230198;0,195786;4
Faaker See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;29;29;2012;0,0056;0,0204;0,012875;4
Faaker See [tief.St.];O2;Sauerstoffgehalt;mg/l;29;29;2012;2,6;6,5;4,45;4
Faaker See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2012;0,062219;0,718907;0,355886;4
Faaker See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;29;2012;0,045824;0,487349;0,251538;4
Faaker See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2012;0,6625;2,208333;1,066537;4
Faaker See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;29;2012;0,6625;2,372077;1,141182;4
Feldsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;1,9;5,9;3,666667;3
Feldsee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;6,4;17,9;13,2;3
Feldsee [tief.St.];pH;pH-Wert;;1;1;2012;7,1;8,9;8,266667;3
Feldsee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;115;122;119;3
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2012;0,00685;0,01125;0,008942;3
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;26;26;2012;0,0135;0,079;0,039067;3
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;26;2012;0,009778;0,015496;0,012088;3
Feldsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2012;0,00105;0,001313;0,001138;3
Feldsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2012;0,010643;0,193733;0,083875;3
Feldsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;26;26;2012;0,0317;0,479;0,211033;3
Feldsee [tief.St.];O2;Sauerstoffgehalt;mg/l;26;26;2012;0,2;0,2;0,2;3
Feldsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2012;0,672412;3,857331;1,870275;3
Feldsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;26;2012;0,94854;2,105235;1,702945;3
Feldsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2012;2,416667;14,541667;7,597222;3
Feldsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;26;2012;3,083078;9,548666;6,755974;3
Ferlacher Badesee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;3,9;4,4;4,15;2
Ferlacher Badesee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;19,9;20,1;20;2
Ferlacher Badesee [tief.St.];pH;pH-Wert;;1;1;2012;7,8;8,23;8,015;2
Ferlacher Badesee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;310;311;310,5;2
Ferlacher Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2012;0,006242;0,010258;0,00825;2
Ferlacher Badesee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2012;0,00105;0,003238;0,002144;2
Ferlacher Badesee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2012;0,11769;0,209305;0,163498;2
Ferlacher Badesee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;5;5;2012;0,0591;0,078;0,06855;2
Ferlacher Badesee [tief.St.];O2;Sauerstoffgehalt;mg/l;5;5;2012;4,5;5,2;4,85;2
Flatschacher See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;1,1;1,7;1,5;4
Flatschacher See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;6,8;20;13,2;4
Flatschacher See [tief.St.];pH;pH-Wert;;1;1;2012;7,3;8,1;7,8;4
Flatschacher See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;165;214;199,5;4
Flatschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2012;0,0263;0,0411;0,03265;4
Flatschacher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2012;0,00105;0,0047;0,002638;4
Flatschacher See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2012;0,15633;1,78699;0,751875;4
Flatschacher See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2012;0,0137;0,0189;0,015975;4
Flatschacher See [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2012;8,7;13,5;10,175;4
Flatschacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;1;1;2012;16;29;22,666667;3
Flatschacher See Vorteich [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;0,8;1;0,925;4
Flatschacher See Vorteich [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;6,8;16,8;11,7;4
Flatschacher See Vorteich [tief.St.];pH;pH-Wert;;1;1;2012;6,8;7,6;7,275;4
Flatschacher See Vorteich [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;221;261;243,25;4
Flatschacher See Vorteich [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2012;0,024;0,0463;0,034725;4
Flatschacher See Vorteich [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2012;0,003;0,007;0,004925;4
Flatschacher See Vorteich [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2012;0,7361;2,70354;1,572803;4
Flatschacher See Vorteich [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2012;0,0136;0,0402;0,027;4
Flatschacher See Vorteich [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2012;7,3;11,9;9,35;4
Forstsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;4,4;5;4,7;2
Forstsee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;20,3;22,5;21,4;2
Forstsee [tief.St.];pH;pH-Wert;;1;1;2012;8,5;8,584;8,542;2
Forstsee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;268;272;270;2
Forstsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2012;0,009467;0,015633;0,01255;2
Forstsee [tief.St.];P-ges;Phosphor gesamt;mg/l;30;30;2012;0,0079;0,0183;0,0131;2
Forstsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2012;0,00105;0,00105;0,00105;2
Forstsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2012;0,27874;0,34463;0,311685;2
Forstsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;30;30;2012;0,0175;0,1226;0,07005;2
Forstsee [tief.St.];O2;Sauerstoffgehalt;mg/l;30;30;2012;0,2;0,4;0,3;2
Goggausee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;1,5;3,6;2,475;4
Goggausee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;6,9;23,3;14,75;4
Goggausee [tief.St.];pH;pH-Wert;;1;1;2012;7,2;9,4;8,275;4
Goggausee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;156;166;159,25;4
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2012;0,017642;0,042417;0,027007;4
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;8;8;2012;0,0156;0,0688;0,049525;4
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;8;2012;0,019115;0,047772;0,032192;4
Goggausee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2012;0,00105;0,004875;0,002006;4
Goggausee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2012;0,00308;0,07675;0,030069;4
Goggausee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;8;8;2012;0,2235;1,1425;0,752;4
Goggausee [tief.St.];O2;Sauerstoffgehalt;mg/l;8;8;2012;0,1;5;1,375;4
Goggausee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2012;1,791467;11,904087;5,229193;4
Goggausee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2012;16;83;41;3
Gösselsdorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;1,7;1,7;1,7;2
Gösselsdorfer See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;21,3;24,1;22,7;2
Gösselsdorfer See [tief.St.];pH;pH-Wert;;1;1;2012;7,8;8,3;8,05;2
Gösselsdorfer See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;293;305;299;2
Gösselsdorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2012;0,0108;0,0128;0,0118;2
Gösselsdorfer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2012;0,00105;0,00105;0,00105;2
Gösselsdorfer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2012;0,00308;0,00719;0,005135;2
Gösselsdorfer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2012;0,0053;0,0077;0,0065;2
Gösselsdorfer See [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2012;7,1;8,3;7,7;2
Greifenburger Badesee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;5,1;7,4;6,25;2
Greifenburger Badesee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;18,8;19,1;18,95;2
Greifenburger Badesee [tief.St.];pH;pH-Wert;;1;1;2012;8,3;8,5;8,4;2
Greifenburger Badesee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;304;313;308,5;2
Greifenburger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2012;0,0066;0,009592;0,008096;2
Greifenburger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;12;12;2012;0,0078;0,0243;0,01605;2
Greifenburger Badesee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2012;0,00105;0,001529;0,00129;2
Greifenburger Badesee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2012;0,541581;0,911006;0,726294;2
Greifenburger Badesee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;12;12;2012;0,033;0,656;0,3445;2
Greifenburger Badesee [tief.St.];O2;Sauerstoffgehalt;mg/l;12;12;2012;2,4;5,5;3,95;2
Hafnersee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;1,5;2,3;1,9;2
Hafnersee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;16,5;20,6;18,55;2
Hafnersee [tief.St.];pH;pH-Wert;;1;1;2012;8,3;8,5;8,4;2
Hafnersee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;359;381;370;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2012;0,016158;0,021017;0,018588;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;10;10;2012;0,0659;0,0665;0,0662;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;10;2012;0,017029;0,023541;0,020285;2
Hafnersee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2012;0,00105;0,001892;0,001471;2
Hafnersee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2012;0,089109;0,220804;0,154957;2
Hafnersee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;10;10;2012;2;3,31;2,655;2
Hafnersee [tief.St.];O2;Sauerstoffgehalt;mg/l;10;10;2012;0,2;1,6;0,9;2
Hörzendorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;1,2;1,5;1,35;2
Hörzendorfer See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;22;23,3;22,65;2
Hörzendorfer See [tief.St.];pH;pH-Wert;;1;1;2012;8,2;8,4;8,3;2
Hörzendorfer See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;423;511;467;2
Hörzendorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;3;2012;0,026025;0,036788;0,031407;2
Hörzendorfer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;3;2012;0,00105;0,00105;0,00105;2
Hörzendorfer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;3;2012;1,089803;1,34887;1,219337;2
Hörzendorfer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;3;3;2012;0,0185;0,0268;0,02265;2
Hörzendorfer See [tief.St.];O2;Sauerstoffgehalt;mg/l;3;3;2012;4,1;4,8;4,45;2
Keutschacher See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;3,8;5,6;4,533333;3
Keutschacher See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;6,7;17,5;13,666667;3
Keutschacher See [tief.St.];pH;pH-Wert;;1;1;2012;7,7;8,6;8,2;3
Keutschacher See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;278;322;305,333333;3
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2012;0,008175;0,009592;0,009075;3
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;15;15;2012;0,008;0,027;0,015467;3
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;15;2012;0,008606;0,00941;0,009078;3
Keutschacher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2012;0,002071;0,00345;0,002822;3
Keutschacher See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2012;0,00308;0,164563;0,096865;3
Keutschacher See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;15;15;2012;0,2746;0,842;0,510867;3
Keutschacher See [tief.St.];O2;Sauerstoffgehalt;mg/l;15;15;2012;0,2;5,6;2,2;3
Keutschacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2012;0,258658;1,484575;0,720036;3
Keutschacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;15;2012;0,226106;1,193823;0,564824;3
Keutschacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2012;2;8,208333;4,069444;3
Keutschacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;15;2012;2;8,46281;4,15427;3
Klopeiner See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;5,4;11;7,55;4
Klopeiner See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;9;20,6;14,525;4
Klopeiner See [tief.St.];pH;pH-Wert;;1;1;2012;8,1;8,4;8,3;4
Klopeiner See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;238;251;245,25;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2012;0,003627;0,010083;0,007386;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;30;30;2012;0,0242;0,0839;0,0659;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;30;2012;0,012258;0,025112;0,018528;4
Klopeiner See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2012;0,00105;0,00105;0,00105;4
Klopeiner See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2012;0,00308;0,01575;0,009629;4
Klopeiner See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;30;30;2012;0,192;2,01;1,37775;4
Klopeiner See [tief.St.];O2;Sauerstoffgehalt;mg/l;30;30;2012;0,2;0,2;0,2;4
Klopeiner See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2012;0,185546;0,49384;0,352896;4
Klopeiner See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;20;2012;0,243059;0,543736;0,396496;4
Klopeiner See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2012;1;3,208333;2,302083;4
Klopeiner See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;20;2012;1,173614;4,322764;2,624095;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;20;2012;0,008786;0,012939;0,010399;4
Kraiger See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;2,1;2,9;2,5;2
Kraiger See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;17,6;20,1;18,85;2
Kraiger See [tief.St.];pH;pH-Wert;;1;1;2012;8,3;8,3;8,3;2
Kraiger See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;487;507;497;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2012;0,0114;0,011767;0,011584;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;8;8;2012;0,0197;0,0347;0,0272;2
Kraiger See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2012;0,00105;0,00105;0,00105;2
Kraiger See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2012;0,00719;0,00719;0,00719;2
Kraiger See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;8;8;2012;0,0141;1,204;0,60905;2
Kraiger See [tief.St.];O2;Sauerstoffgehalt;mg/l;8;8;2012;1,9;2,1;2;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;10;2012;0,0117;0,012945;0,012323;2
Längsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;2,9;5,9;4,45;4
Längsee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;7,5;20,1;14,325;4
Längsee [tief.St.];pH;pH-Wert;;1;1;2012;8;8,6;8,325;4
Längsee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;372;416;389,5;4
Längsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2012;0,0071;0,00905;0,008231;4
Längsee [tief.St.];P-ges;Phosphor gesamt;mg/l;15;15;2012;0,032;0,0468;0,0403;4
Längsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;13;2012;0,008852;0,015818;0,012375;4
Längsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2012;0,00105;0,001571;0,00129;4
Längsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2012;0,00719;0,06;0,042256;4
Längsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;15;15;2012;1,675;3,05;2,371125;4
Längsee [tief.St.];O2;Sauerstoffgehalt;mg/l;15;15;2012;0,2;0,2;0,2;4
Längsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2012;0,201613;2,034683;0,909034;4
Längsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;15;2012;0,133615;2,043889;0,832614;4
Längsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2012;3;13,5;6,489583;4
Längsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;15;2012;3;22,001276;9,150226;4
Lavamünder Badeteich Südufer Steg;Sichttiefe;Sichttiefe;m;0;0;2012;2,9;2,9;2,9;2
Lavamünder Badeteich Südufer Steg;Wassertemperatur;Wassertemperatur;°C;1;1;2012;21,7;23,5;22,6;2
Lavamünder Badeteich Südufer Steg;pH;pH-Wert;;1;1;2012;8;8,1;8,05;2
Lavamünder Badeteich Südufer Steg;K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;276;283;279,5;2
Lavamünder Badeteich Südufer Steg;P-ges;Phosphor gesamt;mg/l;0;5;2012;0,0133;0,0154;0,01435;2
Lavamünder Badeteich Südufer Steg;P-ges;Phosphor gesamt;mg/l;3;3;2012;0,0133;0,0154;0,01435;2
Lavamünder Badeteich Südufer Steg;PO4-P;Phosphat-Phosphor;mg/l;0;5;2012;0,00105;0,00105;0,00105;2
Lavamünder Badeteich Südufer Steg;NO3-N;Nitrat-Stickstoff;mg/l;0;3;2012;0,00308;0,00719;0,005135;2
Lavamünder Badeteich Südufer Steg;NH4-N;Ammonium-Stickstoff;mg/l;3;3;2012;0,0061;0,0154;0,01075;2
Lavamünder Badeteich Südufer Steg;O2;Sauerstoffgehalt;mg/l;3;3;2012;7;7,7;7,35;2
Leonharder See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;1,3;2,9;2,1;2
Leonharder See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;18,7;19,5;19,1;2
Leonharder See [tief.St.];pH;pH-Wert;;1;1;2012;8,1;8,2;8,15;2
Leonharder See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;367;370;368,5;2
Leonharder See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2012;0,019883;0,033975;0,026929;2
Leonharder See [tief.St.];P-ges;Phosphor gesamt;mg/l;6;6;2012;0,0229;0,0372;0,03005;2
Leonharder See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2012;0,00105;0,001313;0,001182;2
Leonharder See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2012;0,010393;0,187487;0,09894;2
Leonharder See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;6;6;2012;0,0173;0,0247;0,021;2
Leonharder See [tief.St.];O2;Sauerstoffgehalt;mg/l;6;6;2012;4,4;8,9;6,65;2
Leonharder See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2012;0,018966;0,033315;0,026141;2
Linsendorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2012;3,8;3,9;3,85;2
Linsendorfer See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2012;16,2;18,1;17,15;2
Linsendorfer See [tief.St.];pH;pH-Wert;;1;1;2012;7,9;8,245;8,0725;2
Linsendorfer See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2012;357;382;369,5;2
Linsendorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2012;0,00905;0,011167;0,010109;2
