MESSSTELLE;PARAMETER;PARAMETERBEZEICHNUNG;DIM;T.von;T.bis;JAHR;MIN;MAX;AVG;ANZ
Aichwaldsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;7;7;2017;0,0775;0,798;0,43775;2
Aichwaldsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2017;0,034;0,20493;0,119465;2
Aichwaldsee [tief.St.];O2;Sauerstoffgehalt;mg/l;7;7;2017;0,2;9;4,6;2
Aichwaldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2017;0,0098;0,0149;0,01235;2
Aichwaldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;7;2017;0,009824;0,015163;0,012494;2
Aichwaldsee [tief.St.];pH;pH-Wert;;1;1;2017;7,8;8;7,9;2
Aichwaldsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;6;2017;0;0;0;0
Aichwaldsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2017;0,001;0,001;0,001;2
Aichwaldsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2017;2,9;6,3;4,6;2
Aichwaldsee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2017;14,3;22,7;18,5;2
Badesee Kirschentheuer [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;6;2017;0;0;0;0
Badesee Kirschentheuer [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;10;2017;0;0;0;0
Badesee Kirschentheuer [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2017;0;0;0;0
Badesee Kirschentheuer [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;10;10;2017;0;0;0;0
Badesee Kirschentheuer [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2017;0;0;0;0
Badesee Kirschentheuer [tief.St.];O2;Sauerstoffgehalt;mg/l;10;10;2017;0;0;0;0
Badesee Kirschentheuer [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2017;0;0;0;0
Badesee Kirschentheuer [tief.St.];P-ges;Phosphor gesamt;mg/l;10;10;2017;0;0;0;0
Badesee Kirschentheuer [tief.St.];pH;pH-Wert;;1;1;2017;0;0;0;0
Badesee Kirschentheuer [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;10;2017;0;0;0;0
Badesee Kirschentheuer [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;6;2017;0;0;0;0
Badesee Kirschentheuer [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2017;0;0;0;0
Badesee Kirschentheuer [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2017;0;0;0;0
Badesee Kirschentheuer [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2017;0;0;0;0
Faaker See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;29;2017;0,5;2,114096;1,167449;3
Faaker See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;6;2017;0,5;2,75;1,416667;3
Faaker See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2017;338;380;365,75;4
Faaker See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;29;29;2017;0,0066;0,0244;0,015975;4
Faaker See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2017;0,159983;0,215445;0,190236;4
Faaker See [tief.St.];O2;Sauerstoffgehalt;mg/l;29;29;2017;0,1;8,4;4,2;4
Faaker See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2017;0,006374;0,01009;0,007356;4
Faaker See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;29;2017;0,007002;0,010187;0,008003;4
Faaker See [tief.St.];P-ges;Phosphor gesamt;mg/l;29;29;2017;0,0096;0,0111;0,01035;4
Faaker See [tief.St.];pH;pH-Wert;;1;1;2017;7,97;8,2;8,0675;4
Faaker See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;29;2017;0,079706;0,197631;0,144144;4
Faaker See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;6;2017;0,095839;0,315893;0,200601;4
Faaker See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2017;0,001;0,003688;0,002008;4
Faaker See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2017;4,4;6,4;5,533333;4
Faaker See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2017;6;18,8;12,3;4
Feldsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;26;2017;3,287695;8,736391;5,480717;3
Feldsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;6;2017;3;14;7,333333;3
Feldsee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2017;125;127;125,75;4
Feldsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;26;26;2017;0,0382;1,06;0,556175;4
Feldsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2017;0,00565;0,23894;0,124338;4
Feldsee [tief.St.];O2;Sauerstoffgehalt;mg/l;26;26;2017;0,1;4;1,25;4
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;26;26;2017;0,0168;0,2044;0,10965;4
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;26;2017;0,011723;0,016377;0,014817;4
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2017;0,0094;0,0138;0,011775;4
Feldsee [tief.St.];pH;pH-Wert;;1;1;2017;7,9;8,4;8,125;4
Feldsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;6;2017;0,262725;1,016444;0,579773;4
Feldsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;26;2017;0,319478;1,174381;0,843192;4
Feldsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2017;0,001;0,0026;0,00165;4
Feldsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2017;3,6;5,2;4,425;4
Feldsee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2017;5,9;21,2;12,225;4
Ferlacher Badesee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2017;2;2;2;1
Ferlacher Badesee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2017;314;337;325,5;2
Ferlacher Badesee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;5;5;2017;0,0545;0,0599;0,0572;2
Ferlacher Badesee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2017;0,23877;0,24032;0,239545;2
Ferlacher Badesee [tief.St.];O2;Sauerstoffgehalt;mg/l;5;5;2017;5,8;7,1;6,45;2
Ferlacher Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2017;0,0093;0,0145;0,0119;2
Ferlacher Badesee [tief.St.];pH;pH-Wert;;1;1;2017;8;8,1;8,05;2
Ferlacher Badesee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2017;0,298183;0,60176;0,449972;2
Ferlacher Badesee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2017;0,001;0,001;0,001;2
Ferlacher Badesee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2017;4;4,7;4,35;2
Ferlacher Badesee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2017;20,2;22,1;21,15;2
Flatschacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;1;1;2017;22;22;22;1
Flatschacher See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2017;204;210;207;2
Flatschacher See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2017;0,0276;0,0562;0,0419;2
Flatschacher See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2017;0,23929;0,37087;0,30508;2
Flatschacher See [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2017;6,5;8,5;7,5;2
Flatschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2017;0,0344;0,0427;0,03855;2
Flatschacher See [tief.St.];pH;pH-Wert;;1;1;2017;7,42;8,1;7,76;2
Flatschacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;1;1;2017;0;0;0;0
Flatschacher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2017;0,0022;0,0028;0,0025;2
Flatschacher See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2017;1,1;1,4;1,25;2
Flatschacher See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2017;17,1;23,2;20,15;2
Forstsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;6;2017;6;6;6;1
Forstsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;30;2017;2,16129;2,16129;2,16129;1
Forstsee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2017;268;271;269,5;2
Forstsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;30;30;2017;0,0067;0,0277;0,0172;2
Forstsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2017;0,51258;0,51286;0,51272;2
Forstsee [tief.St.];O2;Sauerstoffgehalt;mg/l;30;30;2017;1;1,2;1,1;2
Forstsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2017;0,0123;0,0123;0,0123;2
Forstsee [tief.St.];P-ges;Phosphor gesamt;mg/l;30;30;2017;0,0112;0,0198;0,0155;2
Forstsee [tief.St.];pH;pH-Wert;;1;1;2017;8;8,5;8,25;2
Forstsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;30;2017;0;0;0;0
Forstsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;6;2017;0;0;0;0
Forstsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2017;0,001;0,0021;0,00155;2
Forstsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2017;3,9;4;3,95;2
Forstsee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2017;16,3;23,3;19,8;2
Goggausee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2017;13;20;16;3
Goggausee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2017;166;182;171,6;5
Goggausee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;8;8;2017;0,438;1,391;1,032;4
Goggausee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2017;0,00565;0,0615;0,02245;4
Goggausee [tief.St.];O2;Sauerstoffgehalt;mg/l;8;8;2017;0,1;3,5;0,78;5
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2017;0,0257;0,035925;0,032231;4
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;8;8;2017;0,0304;0,07004;0,05421;4
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;8;2017;0,03135;0,046723;0,037994;4
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;3;2017;0,0165;0,0321;0,024325;4
Goggausee [tief.St.];pH;pH-Wert;;1;1;2017;7,6;8,5;8;5
Goggausee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2017;0,391951;1,768952;1,021811;4
Goggausee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2017;0,001775;0,00335;0,002588;4
Goggausee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2017;1,3;4,5;2,68;5
Goggausee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2017;4,5;22,2;13,84;5
Gösselsdorfer See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;1;1;2017;3;5;4;2
Gösselsdorfer See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2017;305;344;324,5;2
Gösselsdorfer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2017;0,0073;0,0385;0,0229;2
Gösselsdorfer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2017;0,00565;0,113;0,059325;2
Gösselsdorfer See [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2017;7,3;9,5;8,4;2
Gösselsdorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2017;0,0147;0,0185;0,0166;2
Gösselsdorfer See [tief.St.];pH;pH-Wert;;1;1;2017;8,2;8,2;8,2;2
Gösselsdorfer See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;1;1;2017;0,165691;0,849304;0,507498;2
Gösselsdorfer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2017;0,001;0,0027;0,00185;2
Gösselsdorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2017;0,9;1,7;1,3;2
Gösselsdorfer See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2017;14,4;22,3;18,35;2
Greifenburger Badesee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;6;2017;6;6;6;1
Greifenburger Badesee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2017;310;348;329;2
Greifenburger Badesee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;12;12;2017;0,468;1,568;1,018;2
Greifenburger Badesee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2017;0,37933;0,69871;0,53902;2
Greifenburger Badesee [tief.St.];O2;Sauerstoffgehalt;mg/l;12;12;2017;0,1;1,4;0,75;2
Greifenburger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;12;12;2017;0,0185;0,0593;0,0389;2
Greifenburger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2017;0,0078;0,0115;0,00965;2
Greifenburger Badesee [tief.St.];pH;pH-Wert;;1;1;2017;8,4;8,4;8,4;2
Greifenburger Badesee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;12;2017;0;0;0;0
Greifenburger Badesee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;6;2017;0;0;0;0
Greifenburger Badesee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2017;0,001;0,0021;0,00155;2
Greifenburger Badesee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2017;5,6;9,3;7,45;2
Greifenburger Badesee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2017;21,9;24,5;23,2;2
Hafnersee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;6;2017;9;12;10,5;2
Hafnersee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2017;367;376;371,5;2
Hafnersee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;10;10;2017;0,878;3,3425;2,11025;2
Hafnersee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2017;0,041;0,30094;0,17097;2
Hafnersee [tief.St.];O2;Sauerstoffgehalt;mg/l;10;10;2017;0,1;0,1;0,1;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;10;2017;0,017145;0,01954;0,018343;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;10;10;2017;0,044;0,0525;0,04825;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2017;0,0155;0,0179;0,0167;2
Hafnersee [tief.St.];pH;pH-Wert;;1;1;2017;7,5;8,2;7,85;2
Hafnersee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;6;2017;0;0;0;0
Hafnersee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;10;2017;0;0;0;0
Hafnersee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2017;0,001;0,002;0,0015;2
Hafnersee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2017;2,5;2,7;2,6;2
Hafnersee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2017;15,3;21,9;18,6;2
Hörzendorfer See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;3;2017;5;48;26,5;2
Hörzendorfer See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2017;400;494;447;2
Hörzendorfer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;3;3;2017;0,0612;0,154;0,1076;2
Hörzendorfer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;3;2017;0,863961;2,458068;1,661015;2
Hörzendorfer See [tief.St.];O2;Sauerstoffgehalt;mg/l;3;3;2017;5,7;7,4;6,55;2
Hörzendorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;3;2017;0,045188;0,056925;0,051057;2
Hörzendorfer See [tief.St.];pH;pH-Wert;;1;1;2017;7,4;7,8;7,6;2
Hörzendorfer See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;3;2017;0;0;0;0
Hörzendorfer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;3;2017;0,002538;0,002575;0,002557;2
Hörzendorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2017;0,7;1;0,85;2
Hörzendorfer See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2017;15,4;21,2;18,3;2
Keutschacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;6;2017;3;6;4,5;2
Keutschacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;15;2017;2,538462;7,090909;4,814686;2
Keutschacher See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2017;280;330;310,25;4
Keutschacher See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;15;15;2017;0,2491;1,323;0,614275;4
Keutschacher See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2017;0,041071;0,251815;0,135845;4
Keutschacher See [tief.St.];O2;Sauerstoffgehalt;mg/l;15;15;2017;0,1;8,7;3,025;4
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2017;0,007962;0,011833;0,010166;4
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;15;2017;0,010933;0,015157;0,013075;4
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;15;15;2017;0,0115;0,0424;0,025025;4
Keutschacher See [tief.St.];pH;pH-Wert;;1;1;2017;8,1;8,3;8,175;4
Keutschacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;6;2017;0,247428;1,666517;0,74419;4
Keutschacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;15;2017;0,456545;1,300013;0,968668;4
Keutschacher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2017;0,001;0,00261;0,001507;4
Keutschacher See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2017;2,1;6,3;4,1;4
Keutschacher See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2017;4,7;23,5;13,475;4
Klopeiner See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;6;2017;2;2,75;2,333333;3
Klopeiner See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2017;253;267;259,5;4
Klopeiner See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;30;30;2017;1,161;1,802;1,576375;4
Klopeiner See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2017;0,00565;0,024714;0,014416;4
Klopeiner See [tief.St.];O2;Sauerstoffgehalt;mg/l;30;30;2017;0,1;0,1;0,1;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2017;0,007702;0,011262;0,009346;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;20;2017;0,008908;0,012494;0,011064;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;30;30;2017;0,0215;0,0901;0,0601;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;30;2017;0,013507;0,023187;0,017571;4
Klopeiner See [tief.St.];pH;pH-Wert;;1;1;2017;7,75;8,2;7,9625;4
Klopeiner See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;20;2017;0,286371;0,706761;0,439696;4
Klopeiner See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;6;2017;0,316354;0,563859;0,454976;4
Klopeiner See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2017;0,001;0,00214;0,001285;4
Klopeiner See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2017;7,4;10,3;8,925;4
Klopeiner See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2017;5,5;24;13,875;4
Kraiger See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;6;2017;8;8;8;1
Kraiger See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2017;490;530;510;2
Kraiger See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;8;8;2017;0,0495;0,487;0,26825;2
Kraiger See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2017;0,00565;0,00565;0,00565;2
Kraiger See [tief.St.];O2;Sauerstoffgehalt;mg/l;8;8;2017;3;8,5;5,75;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2017;0,0136;0,0139;0,01375;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;8;8;2017;0,0127;0,0436;0,02815;2
Kraiger See [tief.St.];pH;pH-Wert;;1;1;2017;8,1;8,2;8,15;2
Kraiger See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;6;2017;0;0;0;0
Kraiger See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2017;0,001;0,001;0,001;2
Kraiger See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2017;2,8;3,8;3,3;2
Kraiger See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2017;20,8;21,6;21,2;2
Längsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;6;2017;3;6;4,333333;3
Längsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;15;2017;2,535291;6,929418;4,17843;3
Längsee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2017;392;422;407,5;4
Längsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;15;15;2017;1,451;2,41;1,980875;4
Längsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2017;0,059;0,13387;0,081968;4
Längsee [tief.St.];O2;Sauerstoffgehalt;mg/l;15;15;2017;0,1;0,1;0,1;4
Längsee [tief.St.];P-ges;Phosphor gesamt;mg/l;15;15;2017;0,0331;0,0437;0,036775;4
Längsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2017;0,008;0,0137;0,0117;4
Längsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;13;2017;0,013641;0,020301;0,016754;4
Längsee [tief.St.];pH;pH-Wert;;1;1;2017;7,7;8;7,85;4
Längsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;15;2017;0,253682;0,571466;0,362013;4
Längsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;6;2017;0,281942;0,454113;0,35419;4
Längsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;6;2017;0,001;0,0027;0,0018;4
Längsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2017;2,3;6,2;4,85;4
Längsee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2017;7,5;22,8;15,575;4
Lavamünder Badeteich Südufer Steg;Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;2;2017;6;6;6;1
Lavamünder Badeteich Südufer Steg;K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2017;302;304;303;2
Lavamünder Badeteich Südufer Steg;NH4-N;Ammonium-Stickstoff;mg/l;2;2;2017;0,0064;0,0108;0,0086;2
Lavamünder Badeteich Südufer Steg;NO3-N;Nitrat-Stickstoff;mg/l;0;2;2017;0,00565;0,00565;0,00565;2
Lavamünder Badeteich Südufer Steg;O2;Sauerstoffgehalt;mg/l;2;2;2017;8,4;8,4;8,4;2
Lavamünder Badeteich Südufer Steg;P-ges;Phosphor gesamt;mg/l;2;2;2017;0,0159;0,0193;0,0176;2
Lavamünder Badeteich Südufer Steg;P-ges;Phosphor gesamt;mg/l;0;2;2017;0,0159;0,0193;0,0176;2
Lavamünder Badeteich Südufer Steg;pH;pH-Wert;;1;1;2017;8,3;8,3;8,3;2
Lavamünder Badeteich Südufer Steg;PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;2;2017;0,357576;0,365041;0,361309;2
Lavamünder Badeteich Südufer Steg;PO4-P;Phosphat-Phosphor;mg/l;0;2;2017;0,001;0,002;0,0015;2
Lavamünder Badeteich Südufer Steg;Sichttiefe;Sichttiefe;m;0;0;2017;3;3,4;3,2;2
