MESSSTELLE;PARAMETER;PARAMETERBEZEICHNUNG;DIM;T.von;T.bis;JAHR;MIN;MAX;AVG;ANZ
Faaker See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;29;2007;0,081771;0,217676;0,163905;4
Feldsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;3,2;5,1;4,15;4
Feldsee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;4,8;21,4;11,8;4
Feldsee [tief.St.];pH;pH-Wert;;1;1;2007;7,4;8,8;8,1;4
Feldsee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;121;124;122,25;4
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2007;0,0055;0,012333;0,008979;4
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;26;26;2007;0,012;0,03;0,01725;4
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;26;2007;0,009548;0,011332;0,010609;4
Feldsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2007;0,0015;0,0015;0,0015;4
Feldsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2007;0,00445;0,165034;0,079633;4
Feldsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;26;26;2007;0,0025;0,057;0,033375;4
Feldsee [tief.St.];O2;Sauerstoffgehalt;mg/l;26;26;2007;1,6;8,7;5,325;4
Feldsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2007;0,32481;0,62121;0,473023;4
Feldsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;26;2007;0,492694;0,911945;0,685357;4
Ferlacher Badesee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;4,7;4,7;4,7;2
Ferlacher Badesee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;16,4;21,6;19;2
Ferlacher Badesee [tief.St.];pH;pH-Wert;;1;1;2007;8;8,1;8,05;2
Ferlacher Badesee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;285;306;295,5;2
Ferlacher Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2007;0,007583;0,01325;0,010417;2
Ferlacher Badesee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2007;0,0015;0,001625;0,001563;2
Ferlacher Badesee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2007;0,124423;0,164012;0,144218;2
Ferlacher Badesee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;5;5;2007;0,031;0,057;0,044;2
Ferlacher Badesee [tief.St.];O2;Sauerstoffgehalt;mg/l;5;5;2007;6;6,1;6,05;2
Flatschacher See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;1,1;1,3;1,2;2
Flatschacher See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;21,6;21,9;21,75;2
Flatschacher See [tief.St.];pH;pH-Wert;;1;1;2007;8;8,2;8,1;2
Flatschacher See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;227;235;231;2
Flatschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2007;0,032;0,037;0,0345;2
Flatschacher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2007;0,0015;0,003;0,00225;2
Flatschacher See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2007;0,0149;0,11582;0,06536;2
Flatschacher See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2007;0,005;0,008;0,0065;2
Flatschacher See [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2007;8,07;9,7;8,885;2
Flatschacher See Vorteich [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;0,7;1,1;0,9;2
Flatschacher See Vorteich [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;19,7;19,8;19,75;2
Flatschacher See Vorteich [tief.St.];pH;pH-Wert;;1;1;2007;7,4;7,4;7,4;2
Flatschacher See Vorteich [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;245;246;245,5;2
Flatschacher See Vorteich [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2007;0,066;0,113;0,0895;2
Flatschacher See Vorteich [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2007;0,006;0,007;0,0065;2
Flatschacher See Vorteich [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2007;0,34776;0,84603;0,596895;2
Flatschacher See Vorteich [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2007;0,197;0,306;0,2515;2
Flatschacher See Vorteich [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2007;1,8;3,3;2,55;2
Forstsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;4;6,3;5,466667;3
Forstsee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;6,3;21,1;15,833333;3
Forstsee [tief.St.];pH;pH-Wert;;1;1;2007;8;8,7;8,466667;3
Forstsee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;244;263;256,666667;3
Forstsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2007;0,006667;0,007333;0,007;3
Forstsee [tief.St.];P-ges;Phosphor gesamt;mg/l;30;30;2007;0,021;0,03;0,024667;3
Forstsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2007;0,0015;0,00225;0,00175;3
Forstsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2007;0,55634;0,88937;0,740433;3
Forstsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;30;30;2007;0,34;0,61;0,46;3
Forstsee [tief.St.];O2;Sauerstoffgehalt;mg/l;30;30;2007;0,2;1,9;0,866667;3
Goggausee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;2,5;2,9;2,666667;3
Goggausee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;5,3;19,1;12,9;3
Goggausee [tief.St.];pH;pH-Wert;;1;1;2007;7,7;8,2;7,966667;3
Goggausee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;167;170;168,666667;3
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2007;0,01925;0,034917;0,025945;3
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;8;8;2007;0,068;0,079;0,072667;3
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;8;2007;0,027327;0,043372;0,034392;3
Goggausee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2007;0,001625;0,002042;0,001833;3
Goggausee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2007;0,00308;0,05285;0,020469;3
Goggausee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;8;8;2007;0,8;1,18;0,96;3
Goggausee [tief.St.];O2;Sauerstoffgehalt;mg/l;8;8;2007;0,3;0,92;0,54;3
Goggausee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2007;0,70044;3,90918;2,05665;3
Gösselsdorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;1,5;1,5;1,5;2
Gösselsdorfer See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;21,5;22,2;21,85;2
Gösselsdorfer See [tief.St.];pH;pH-Wert;;1;1;2007;8;8,3;8,15;2
Gösselsdorfer See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;278;312;295;2
Gösselsdorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2007;0,01;0,011;0,0105;2
Gösselsdorfer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2007;0,0015;0,002;0,00175;2
Gösselsdorfer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2007;0,00308;0,00308;0,00308;2
Gösselsdorfer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2007;0,004;0,006;0,005;2
Gösselsdorfer See [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2007;8,7;10,2;9,45;2
Greifenburger Badesee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;6,7;7,4;7,05;2
Greifenburger Badesee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;18,4;20,3;19,35;2
Greifenburger Badesee [tief.St.];pH;pH-Wert;;1;1;2007;8,4;8,5;8,45;2
Greifenburger Badesee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;291;317;304;2
Greifenburger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2007;0,003;0,005583;0,004292;2
Greifenburger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;12;12;2007;0,005;0,056;0,0305;2
Greifenburger Badesee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2007;0,0015;0,004;0,00275;2
Greifenburger Badesee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2007;0,619714;0,982772;0,801243;2
Greifenburger Badesee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;12;12;2007;0,03;1,8;0,915;2
Greifenburger Badesee [tief.St.];O2;Sauerstoffgehalt;mg/l;12;12;2007;0;14;7;2
Hafnersee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;3;4,8;3,875;4
Hafnersee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;5,9;19,4;12,25;4
Hafnersee [tief.St.];pH;pH-Wert;;1;1;2007;7,7;8,3;7,925;4
Hafnersee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;361;390;375,5;4
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2007;0,0035;0,022667;0,012188;4
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;10;10;2007;0,007;0,02;0,0115;4
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;10;2007;0,004179;0,023316;0,012933;4
Hafnersee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2007;0,0015;0,003583;0,002208;4
Hafnersee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2007;0,073808;0,74956;0,409575;4
Hafnersee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;10;10;2007;0,235;0,49;0,337;4
Hafnersee [tief.St.];O2;Sauerstoffgehalt;mg/l;10;10;2007;0,52;8,1;4,38;4
Hafnersee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2007;0,12513;0,49669;0,29304;4
Hafnersee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;10;2007;0,099766;0,44933;0,265316;4
Hörzendorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;1;2,2;1,6;2
Hörzendorfer See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;22,1;22,3;22,2;2
Hörzendorfer See [tief.St.];pH;pH-Wert;;1;1;2007;8,4;8,5;8,45;2
Hörzendorfer See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;346;432;389;2
Hörzendorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;3;2007;0,02275;0,050125;0,036438;2
Hörzendorfer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;3;2007;0,0015;0,0015;0,0015;2
Hörzendorfer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;3;2007;0,400223;1,461199;0,930711;2
Hörzendorfer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;3;3;2007;0,017;0,34;0,1785;2
Hörzendorfer See [tief.St.];O2;Sauerstoffgehalt;mg/l;3;3;2007;2,3;7,1;4,7;2
Keutschacher See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;2,6;5,2;3,7;4
Keutschacher See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;5,4;19,2;12,3;4
Keutschacher See [tief.St.];pH;pH-Wert;;1;1;2007;7,9;8,4;8,175;4
Keutschacher See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;260;318;292,25;4
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2007;0,003;0,014917;0,007729;4
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;15;15;2007;0,003;0,02;0,01225;4
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;15;2007;0,003;0,020432;0,009388;4
Keutschacher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2007;0,0015;0,002667;0,001792;4
Keutschacher See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2007;0,00719;0,15425;0,069902;4
Keutschacher See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;15;15;2007;0,076;0,47;0,26025;4
Keutschacher See [tief.St.];O2;Sauerstoffgehalt;mg/l;15;15;2007;0,52;7,6;4,78;4
Keutschacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2007;0,16722;0,42482;0,25452;4
Keutschacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;15;2007;0,138513;0,399165;0,260927;4
Klopeiner See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;5;8,9;6,9;4
Klopeiner See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;5,4;20,3;12,75;4
Klopeiner See [tief.St.];pH;pH-Wert;;1;1;2007;8;8,6;8,325;4
Klopeiner See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;222;246;235;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2007;0,00375;0,006583;0,004875;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;30;30;2007;0,045;0,127;0,076;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;30;2007;0,011873;0,021463;0,016107;4
Klopeiner See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2007;0,0015;0,002125;0,001729;4
Klopeiner See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2007;0,00308;0,011925;0,006747;4
Klopeiner See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;30;30;2007;0,33;1,47;1,125;4
Klopeiner See [tief.St.];O2;Sauerstoffgehalt;mg/l;30;30;2007;0;0,3;0,075;4
Klopeiner See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2007;0,09481;0,25513;0,181295;4
Klopeiner See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;20;2007;0,129926;0,244955;0,173001;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;20;2007;0,006252;0,008132;0,007219;4
Kraiger See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;2;2,7;2,35;2
Kraiger See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;17,9;19,3;18,6;2
Kraiger See [tief.St.];pH;pH-Wert;;1;1;2007;8,2;8,3;8,25;2
Kraiger See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;469;500;484,5;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2007;0,012083;0,014167;0,013125;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;8;8;2007;0,019;0,027;0,023;2
Kraiger See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2007;0,0015;0,001625;0,001563;2
Kraiger See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2007;0,00308;0,00719;0,005135;2
Kraiger See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;8;8;2007;0,004;0,034;0,019;2
Kraiger See [tief.St.];O2;Sauerstoffgehalt;mg/l;8;8;2007;3,6;7,5;5,55;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;10;2007;0,012537;0,014697;0,013617;2
Längsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;3,1;6;4,375;4
Längsee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;5,9;20,2;12,375;4
Längsee [tief.St.];pH;pH-Wert;;1;1;2007;8,1;8,6;8,325;4
Längsee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;363;404;386,25;4
Längsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2007;0,005167;0,013583;0,008354;4
Längsee [tief.St.];P-ges;Phosphor gesamt;mg/l;15;15;2007;0,019;0,043;0,035;4
Längsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;13;2007;0,009856;0,015203;0,013049;4
Längsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2007;0,0015;0,001708;0,001552;4
Längsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2007;0,00719;0,062425;0,028491;4
Längsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;15;15;2007;0,74;2,35;1,7475;4
Längsee [tief.St.];O2;Sauerstoffgehalt;mg/l;15;15;2007;0;1,8;0,45;4
Längsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2007;0,33653;0,5198;0,42573;4
Längsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;15;2007;0,403772;0,613433;0,498554;4
Leonharder See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;1,5;1,8;1,65;2
Leonharder See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;18,2;23,2;20,7;2
Leonharder See [tief.St.];pH;pH-Wert;;1;1;2007;8,2;8,3;8,25;2
Leonharder See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;362;386;374;2
Leonharder See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2007;0,018583;0,032;0,025292;2
Leonharder See [tief.St.];P-ges;Phosphor gesamt;mg/l;6;6;2007;0,019;0,031;0,025;2
Leonharder See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2007;0,0015;0,0015;0,0015;2
Leonharder See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2007;0,006163;0,117195;0,061679;2
Leonharder See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;6;6;2007;0,01;0,098;0,054;2
Leonharder See [tief.St.];O2;Sauerstoffgehalt;mg/l;6;6;2007;4,5;10;7,25;2
Leonharder See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2007;0,018427;0,031886;0,025157;2
Linsendorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;3;3,4;3,2;2
Linsendorfer See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;14,9;20,3;17,6;2
Linsendorfer See [tief.St.];pH;pH-Wert;;1;1;2007;7,9;8;7,95;2
Linsendorfer See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;349;351;350;2
Linsendorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2007;0,006;0,006833;0,006417;2
Linsendorfer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2007;0,001792;0,003;0,002396;2
Linsendorfer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2007;0,507442;0,653866;0,580654;2
Linsendorfer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;5;5;2007;0,012;0,027;0,0195;2
Linsendorfer See [tief.St.];O2;Sauerstoffgehalt;mg/l;5;5;2007;9,2;11,5;10,35;2
Magdalenensee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;3,3;3,3;3,3;2
Magdalenensee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;17,3;23,1;20,2;2
Magdalenensee [tief.St.];pH;pH-Wert;;1;1;2007;7,9;8,2;8,05;2
Magdalenensee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;483;488;485,5;2
Magdalenensee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;4;2007;0,0058;0,0075;0,00665;2
Magdalenensee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;4;2007;0,0015;0,0015;0,0015;2
Magdalenensee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;4;2007;1,64654;2,00375;1,825145;2
Magdalenensee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;4;4;2007;0,024;0,065;0,0445;2
Magdalenensee [tief.St.];O2;Sauerstoffgehalt;mg/l;4;4;2007;10,2;12,1;11,15;2
Maltschacher See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;1,4;2,3;1,85;2
Maltschacher See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;18,7;20,3;19,5;2
Maltschacher See [tief.St.];pH;pH-Wert;;1;1;2007;8,7;9;8,85;2
Maltschacher See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2007;196;202;199;2
Maltschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2007;0,025583;0,039667;0,032625;2
Maltschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;5;5;2007;0,031;0,05;0,0405;2
Maltschacher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2007;0,0015;0,001833;0,001667;2
Maltschacher See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2007;0,00308;0,00308;0,00308;2
Maltschacher See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;5;5;2007;0,007;0,017;0,012;2
Maltschacher See [tief.St.];O2;Sauerstoffgehalt;mg/l;5;5;2007;8,6;8,7;8,65;2
Maltschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2007;0,024598;0,037967;0,031283;2
Millstätter See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2007;5,1;7,4;6,375;4
Millstätter See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2007;5,2;18,4;11,975;4
