MESSSTELLE;PARAMETER;PARAMETERBEZEICHNUNG;DIM;T.von;T.bis;JAHR;MIN;MAX;AVG;ANZ
Faaker See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2010;0,00279;0,007642;0,005087;3
Faaker See [tief.St.];P-ges;Phosphor gesamt;mg/l;29;29;2010;0,0051;0,0084;0,007267;3
Faaker See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;29;2010;0,002874;0,007414;0,004992;3
Faaker See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2010;0,001052;0,002367;0,001664;3
Faaker See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2010;0,196768;0,28041;0,250166;3
Faaker See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;29;29;2010;0,0052;0,0196;0,011867;3
Faaker See [tief.St.];O2;Sauerstoffgehalt;mg/l;29;29;2010;0,9;5,3;3,8;3
Faaker See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2010;0,16144;0,65015;0,434277;3
Faaker See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;29;2010;0,102325;0,354176;0,254666;3
Faaker See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2010;3,583333;3,583333;3,583333;1
Faaker See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;29;2010;2,537772;2,537772;2,537772;1
Feldsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2010;3,9;4,8;4,4;4
Feldsee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2010;6,3;20,3;12;4
Feldsee [tief.St.];pH;pH-Wert;;1;1;2010;7,6;8,7;7,975;4
Feldsee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;116;121;117,5;4
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2010;0,0086;0,011392;0,010186;4
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;26;26;2010;0,0161;0,1069;0,04095;4
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;26;2010;0,012983;0,016253;0,013996;4
Feldsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2010;0,001052;0,001052;0,001052;4
Feldsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2010;0,00719;0,26339;0,14514;4
Feldsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;26;26;2010;0,0218;0,728;0,211975;4
Feldsee [tief.St.];O2;Sauerstoffgehalt;mg/l;26;26;2010;0,2;5,7;2,475;4
Feldsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2010;1,10593;1,89629;1,497503;4
Feldsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;26;2010;1,521816;2,777703;2,13563;4
Ferlacher Badesee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2010;4,2;4,4;4,3;2
Ferlacher Badesee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2010;15,7;16;15,85;2
Ferlacher Badesee [tief.St.];pH;pH-Wert;;1;1;2010;8,106;8,5;8,303;2
Ferlacher Badesee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;294;317;305,5;2
Ferlacher Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2010;0,006575;0,006917;0,006746;2
Ferlacher Badesee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2010;0,001052;0,001052;0,001052;2
Ferlacher Badesee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2010;0,206256;0,337223;0,27174;2
Ferlacher Badesee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;5;5;2010;0,0481;0,0919;0,07;2
Ferlacher Badesee [tief.St.];O2;Sauerstoffgehalt;mg/l;5;5;2010;4,3;6,2;5,25;2
Flatschacher See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2010;1;1,6;1,2;6
Flatschacher See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2010;3,7;23,7;15,1125;8
Flatschacher See [tief.St.];pH;pH-Wert;;1;1;2010;7,2;8,4;7,816077;13
Flatschacher See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;189;244,2;220,315385;13
Flatschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2010;0,0157;0,0631;0,032477;13
Flatschacher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2010;0,001052;0,005;0,002182;13
Flatschacher See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2010;0,00308;1,73969;0,634596;13
Flatschacher See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2010;0,0098;0,0682;0,031338;13
Flatschacher See [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2010;6,2;11;8,233333;9
Flatschacher See Vorteich [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2010;0,82;1,65;1,13625;9
Flatschacher See Vorteich [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2010;3,6;21;13,966667;9
Flatschacher See Vorteich [tief.St.];pH;pH-Wert;;1;1;2010;7,2;8;7,562;14
Flatschacher See Vorteich [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;234;266,4;251,85;14
Flatschacher See Vorteich [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2010;0,0149;0,1062;0,051671;14
Flatschacher See Vorteich [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2010;0,001052;0,0068;0,003468;14
Flatschacher See Vorteich [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2010;0,38123;2,50747;1,401659;14
Flatschacher See Vorteich [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2010;0,009;0,0979;0,041779;14
Flatschacher See Vorteich [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2010;5,5;10,6;7,811111;9
Forstsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2010;5,5;6,6;6,05;2
Forstsee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2010;19;19,5;19,25;2
Forstsee [tief.St.];pH;pH-Wert;;1;1;2010;8,3;8,443;8,3715;2
Forstsee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;264;265;264,5;2
Forstsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2010;0,011425;0,011583;0,011504;2
Forstsee [tief.St.];P-ges;Phosphor gesamt;mg/l;30;30;2010;0,0093;0,03;0,01965;2
Forstsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2010;0,000499;0,00153;0,001015;2
Forstsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2010;0,43064;0,78156;0,6061;2
Forstsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;30;30;2010;0,0159;0,528;0,27195;2
Forstsee [tief.St.];O2;Sauerstoffgehalt;mg/l;30;30;2010;2,7;2,7;2,7;1
Goggausee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2010;1,9;4,8;2,75;4
Goggausee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2010;7;19,5;12,975;4
Goggausee [tief.St.];pH;pH-Wert;;1;1;2010;7,7;8,448;8,012;4
Goggausee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;162;171;166;4
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2010;0,018992;0,0348;0,026742;4
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;8;8;2010;0,0293;0,1082;0,065725;4
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;8;2010;0,027515;0,038796;0,033635;4
Goggausee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2010;0,000499;0,004375;0,001854;4
Goggausee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2010;0,00308;0,08525;0,043498;4
Goggausee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;8;8;2010;0,174;2,205;1,08175;4
Goggausee [tief.St.];O2;Sauerstoffgehalt;mg/l;8;8;2010;0,2;6;1,675;4
Goggausee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2010;1,33954;4,03794;2,708605;4
Gösselsdorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2010;1,9;2,1;2;2
Gösselsdorfer See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2010;17,2;19,3;18,25;2
Gösselsdorfer See [tief.St.];pH;pH-Wert;;1;1;2010;8,076;8,4;8,238;2
Gösselsdorfer See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;296;320;308;2
Gösselsdorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2010;0,0122;0,0122;0,0122;2
Gösselsdorfer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2010;0,001052;0,001052;0,001052;2
Gösselsdorfer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2010;0,029;0,031;0,03;2
Gösselsdorfer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2010;0,0067;0,0076;0,00715;2
Gösselsdorfer See [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2010;7,5;9;8,25;2
Greifenburger Badesee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2010;4,8;7,6;6,2;2
Greifenburger Badesee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2010;15,9;20,5;18,2;2
Greifenburger Badesee [tief.St.];pH;pH-Wert;;1;1;2010;8,3;8,514;8,407;2
Greifenburger Badesee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;287;297;292;2
Greifenburger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2010;0,009233;0,009408;0,009321;2
Greifenburger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;12;12;2010;0,0149;0,044;0,02945;2
Greifenburger Badesee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2010;0,001052;0,001052;0,001052;2
Greifenburger Badesee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2010;0,780102;0,976403;0,878253;2
Greifenburger Badesee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;12;12;2010;0,0496;1,052;0,5508;2
Greifenburger Badesee [tief.St.];O2;Sauerstoffgehalt;mg/l;12;12;2010;0,3;4,5;2,4;2
Hafnersee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2010;2,5;4,1;3,3;2
Hafnersee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2010;16,7;19,7;18,2;2
Hafnersee [tief.St.];pH;pH-Wert;;1;1;2010;8,053;8,1;8,0765;2
Hafnersee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;371;375;373;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2010;0,013967;0,021767;0,017867;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;10;10;2010;0,0267;0,0697;0,0482;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;10;2010;0,014293;0,022005;0,018149;2
Hafnersee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2010;0,00105;0,00105;0,00105;2
Hafnersee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2010;0,11197;0,534234;0,323102;2
Hafnersee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;10;10;2010;0,58;0,819;0,6995;2
Hafnersee [tief.St.];O2;Sauerstoffgehalt;mg/l;10;10;2010;0,2;0,3;0,25;2
Hörzendorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2010;1,5;1,6;1,55;2
Hörzendorfer See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2010;15,9;18,1;17;2
Hörzendorfer See [tief.St.];pH;pH-Wert;;1;1;2010;8,1;8,414;8,257;2
Hörzendorfer See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;424;507;465,5;2
Hörzendorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;3;2010;0,031513;0,039525;0,035519;2
Hörzendorfer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;3;2010;0,001052;0,001052;0,001052;2
Hörzendorfer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;3;2010;1,168679;2,641671;1,905175;2
Hörzendorfer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;3;3;2010;0,0196;0,0551;0,03735;2
Hörzendorfer See [tief.St.];O2;Sauerstoffgehalt;mg/l;3;3;2010;6,5;8,3;7,4;2
Keutschacher See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2010;2,6;5,3;3,875;4
Keutschacher See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2010;6,6;20,9;13,1;4
Keutschacher See [tief.St.];pH;pH-Wert;;1;1;2010;7,5;8,4;7,93575;4
Keutschacher See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;285;319;303,75;4
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2010;0,006725;0,009008;0,007475;4
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;15;15;2010;0,0095;0,0371;0,02205;4
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;15;2010;0,007375;0,012152;0,009029;4
Keutschacher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2010;0,000104;0,002717;0,00162;4
Keutschacher See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2010;0,122783;0,276108;0,20341;4
Keutschacher See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;15;15;2010;0,1908;0,978;0,44935;4
Keutschacher See [tief.St.];O2;Sauerstoffgehalt;mg/l;15;15;2010;0,3;7,2;3,825;4
Keutschacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2010;0,34022;0,98931;0,614048;4
Keutschacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;15;2010;0,261918;0,681312;0,473666;4
Keutschacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2010;3;4;3,5;2
Keutschacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;15;2010;3;4;3,5;2
Klopeiner See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2010;4,9;7,1;6,525;5
Klopeiner See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2010;7,3;23,1;14,133333;6
Klopeiner See [tief.St.];pH;pH-Wert;;1;1;2010;8;8,6;8,381;5
Klopeiner See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;231;249;236,2;5
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2010;0,006583;0,009233;0,007667;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;30;30;2010;0,0545;0,0773;0,06845;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;30;2010;0,014029;0,020133;0,017506;4
Klopeiner See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2010;0,000104;0,001572;0,000945;4
Klopeiner See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2010;0,00445;0,080667;0,037425;4
Klopeiner See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;30;30;2010;1,38;1,585;1,51025;4
Klopeiner See [tief.St.];O2;Sauerstoffgehalt;mg/l;30;30;2010;0,2;2,5;0,7;5
Klopeiner See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2010;0,28141;0,523;0,455868;4
Klopeiner See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;20;2010;0,323783;1,300173;0,660243;4
Klopeiner See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;µg/l;0;5;2010;2;3;2,5;2
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;20;2010;0,00792;0,010574;0,009376;4
Kraiger See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2010;2,85;3;2,925;2
Kraiger See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2010;15,6;23;19,3;2
Kraiger See [tief.St.];pH;pH-Wert;;1;1;2010;8,2;8,2;8,2;2
Kraiger See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;486;512;499;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2010;0,009833;0,01075;0,010292;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;8;8;2010;0,0147;0,033;0,02385;2
Kraiger See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2010;0,001052;0,001052;0,001052;2
Kraiger See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2010;0,00719;0,181186;0,094188;2
Kraiger See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;8;8;2010;0,1735;0,341;0,25725;2
Kraiger See [tief.St.];O2;Sauerstoffgehalt;mg/l;8;8;2010;0,3;7,4;3,85;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;10;2010;0,010078;0,011638;0,010858;2
Längsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2010;3,6;6,4;4,5;4
Längsee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2010;9,5;20;14,6;4
Längsee [tief.St.];pH;pH-Wert;;1;1;2010;8,1;8,481;8,32025;4
Längsee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;372;414;388,25;4
Längsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2010;0,006483;0,0122;0,008808;4
Längsee [tief.St.];P-ges;Phosphor gesamt;mg/l;15;15;2010;0,0382;0,0504;0,044875;4
Längsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;13;2010;0,010884;0,018401;0,014948;4
Längsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2010;0,001052;0,001052;0,001052;4
Längsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2010;0,088083;0,117163;0,101978;4
Längsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;15;15;2010;1,1;2,405;1,851625;4
Längsee [tief.St.];O2;Sauerstoffgehalt;mg/l;15;15;2010;0,2;0,3;0,225;4
Längsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;5;2010;0,74876;1,61038;1,107453;4
Längsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm³/l;0;15;2010;0,635152;1,644706;1,113943;4
Lavamünder Badeteich Südufer Steg;Sichttiefe;Sichttiefe;m;0;0;2010;2,9;3;2,95;2
Lavamünder Badeteich Südufer Steg;Wassertemperatur;Wassertemperatur;°C;1;1;2010;17,5;20,1;18,8;2
Lavamünder Badeteich Südufer Steg;pH;pH-Wert;;1;1;2010;8,169;8,2;8,1845;2
Lavamünder Badeteich Südufer Steg;K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;264;282;273;2
Lavamünder Badeteich Südufer Steg;P-ges;Phosphor gesamt;mg/l;0;5;2010;0,011725;0,013513;0,012619;2
Lavamünder Badeteich Südufer Steg;P-ges;Phosphor gesamt;mg/l;3;3;2010;0,0116;0,0122;0,0119;2
Lavamünder Badeteich Südufer Steg;PO4-P;Phosphat-Phosphor;mg/l;0;5;2010;0,001052;0,001052;0,001052;2
Lavamünder Badeteich Südufer Steg;NO3-N;Nitrat-Stickstoff;mg/l;0;3;2010;0,00308;0,00308;0,00308;2
Lavamünder Badeteich Südufer Steg;NH4-N;Ammonium-Stickstoff;mg/l;3;3;2010;0,005;0,0075;0,00625;2
Lavamünder Badeteich Südufer Steg;O2;Sauerstoffgehalt;mg/l;3;3;2010;8,3;8,7;8,5;2
Leonharder See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2010;1,3;2,4;1,85;2
Leonharder See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2010;16,1;20,3;18,2;2
Leonharder See [tief.St.];pH;pH-Wert;;1;1;2010;7,7;8,204;7,952;2
Leonharder See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;402;413;407,5;2
Leonharder See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2010;0,019008;0,035975;0,027492;2
Leonharder See [tief.St.];P-ges;Phosphor gesamt;mg/l;6;6;2010;0,0259;0,0365;0,0312;2
Leonharder See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2010;0,000104;0,000104;0,000104;2
Leonharder See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2010;0,00308;0,4214;0,21224;2
Leonharder See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;6;6;2010;0,007;0,0894;0,0482;2
Leonharder See [tief.St.];O2;Sauerstoffgehalt;mg/l;6;6;2010;3,7;8,8;6,25;2
Leonharder See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2010;0,01849;0,036073;0,027282;2
Linsendorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2010;2,5;3,8;3,15;2
Linsendorfer See [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2010;14,1;16,6;15,35;2
Linsendorfer See [tief.St.];pH;pH-Wert;;1;1;2010;7,6;8,033;7,8165;2
Linsendorfer See [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;361;372;366,5;2
Linsendorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2010;0,0075;0,013567;0,010534;2
Linsendorfer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2010;0,001052;0,001052;0,001052;2
Linsendorfer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2010;0,545026;0,751291;0,648159;2
Linsendorfer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;5;5;2010;0,0149;0,027;0,02095;2
Linsendorfer See [tief.St.];O2;Sauerstoffgehalt;mg/l;5;5;2010;7,8;9,5;8,65;2
Magdalenensee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2010;3,9;4;3,95;2
Magdalenensee [tief.St.];Wassertemperatur;Wassertemperatur;°C;0;0;2010;15,8;19,3;17,55;2
Magdalenensee [tief.St.];pH;pH-Wert;;1;1;2010;8;8,053;8,0265;2
Magdalenensee [tief.St.];K25;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2010;515;519;517;2
Magdalenensee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;4;2010;0,00593;0,00779;0,00686;2
Magdalenensee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;4;2010;0,000104;0,000104;0,000104;2
Magdalenensee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;4;2010;1,675033;2,186186;1,93061;2
Magdalenensee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;4;4;2010;0,0233;0,0701;0,0467;2
