Me·stelle;PARAMETER;PARAMETERBEZEICHNUNG;DIM;T.von;T.bis;JAHR;MIN;MAX;AVG;ANZ
Vassacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;10;10;2015;0,0363;0,0375;0,0369;2
Vassacher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,001;0,0023;0,00165;2
Vassacher See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2015;0,011;0,027;0,019;2
Vassacher See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;10;10;2015;0,469;0,714;0,5915;2
Vassacher See [tief.St.];O2;Sauerstoffgehalt;mg/l;10;10;2015;0,1;0,1;0,1;2
Vassacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;0,585074;0,649272;0,617173;2
Vassacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;10;2015;0,553208;0,589703;0,571456;2
Vassacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;5;2015;5,3125;6;5,65625;2
Vassacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;10;2015;5,590909;6;5,795455;2
Vassacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;10;2015;0,398917;0,413177;0,406047;2
Vassacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;10;2015;0,014743;0,014744;0,014744;2
Wei·ensee (tief.St.);Sichttiefe;Sichttiefe;m;0;0;2015;10;14;11;4
Wei·ensee (tief.St.);Wassertemperatur;Wassertemperatur;¯C;0;0;2015;5,6;18,6;12,325;4
Wei·ensee (tief.St.);pH;pH-Wert;;1;1;2015;8,026;8,4;8,1815;4
Wei·ensee (tief.St.);K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;284;313;299;4
Wei·ensee (tief.St.);P-ges;Phosphor gesamt;mg/l;0;5;2015;0,0025;0,005592;0,004025;4
Wei·ensee (tief.St.);P-ges;Phosphor gesamt;mg/l;50;50;2015;0,0076;0,0084;0,008;4
Wei·ensee (tief.St.);P-ges;Phosphor gesamt;mg/l;0;80;2015;0,006145;0,007321;0,006831;4
Wei·ensee (tief.St.);PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,001;0,001875;0,001323;4
Wei·ensee (tief.St.);NO3-N;Nitrat-Stickstoff;mg/l;0;5;2015;0,00565;0,096333;0,039371;4
Wei·ensee (tief.St.);NH4-N;Ammonium-Stickstoff;mg/l;50;50;2015;0,0046;0,0375;0,0214;4
Wei·ensee (tief.St.);O2;Sauerstoffgehalt;mg/l;50;50;2015;0,1;0,4;0,175;4
Wei·ensee (tief.St.);PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;0,189105;0,58078;0,355628;4
Wei·ensee (tief.St.);PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;30;2015;0,17225;0,602372;0,30156;4
Wei·ensee (tief.St.);Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;0;2015;1;2;1,25;4
Wei·ensee (tief.St.);Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;30;2015;1;2,444557;1,648813;4
Wei·ensee (tief.St.);P-ges;Phosphor gesamt;mg/l;0;94;2015;0,006299;0,00758;0,007002;4
Wei·ensee (tief.St.);P-ges;Phosphor gesamt;mg/l;0;30;2015;0,004567;0,006739;0,005821;4
Wernberger Badesee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;4,2;5;4,6;2
Wernberger Badesee [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;19,5;22,6;21,05;2
Wernberger Badesee [tief.St.];pH;pH-Wert;;1;1;2015;7,8;7,9;7,85;2
Wernberger Badesee [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;366;409;387,5;2
Wernberger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2015;0,0096;0,01;0,0098;2
Wernberger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;10;10;2015;0,0132;0,027;0,0201;2
Wernberger Badesee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,0021;0,0022;0,00215;2
Wernberger Badesee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2015;0,21283;0,307;0,259915;2
Wernberger Badesee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;10;10;2015;1,089;2,005;1,547;2
Wernberger Badesee [tief.St.];O2;Sauerstoffgehalt;mg/l;10;10;2015;0,1;0,1;0,1;2
Wernberger Badesee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;0;0;0;0
Wernberger Badesee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;10;2015;0;0;0;0
Wernberger Badesee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;5;2015;3;3,75;3,375;2
Wernberger Badesee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;10;2015;3;4,5;3,75;2
Wîrthersee Saag [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;4,2;9;5,75;4
Wîrthersee Saag [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;6,7;24;12,42;5
Wîrthersee Saag [tief.St.];pH;pH-Wert;;1;1;2015;7,6;8,209;8,0418;5
Wîrthersee Saag [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;303;317;310,8;5
Wîrthersee Saag [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2015;0,008125;0,012992;0,010694;4
Wîrthersee Saag [tief.St.];P-ges;Phosphor gesamt;mg/l;50;50;2015;0,0135;0,0438;0,028075;4
Wîrthersee Saag [tief.St.];P-ges;Phosphor gesamt;mg/l;70;70;2015;0,0707;0,0871;0,0773;4
Wîrthersee Saag [tief.St.];P-ges;Phosphor gesamt;mg/l;0;50;2015;0,012538;0,016245;0,014657;4
Wîrthersee Saag [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,001;0,002125;0,001281;4
Wîrthersee Saag [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2015;0,00565;0,129449;0,052921;4
Wîrthersee Saag [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;50;50;2015;0,0712;0,256;0,154625;4
Wîrthersee Saag [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;70;70;2015;0,477;0,597;0,55825;4
Wîrthersee Saag [tief.St.];O2;Sauerstoffgehalt;mg/l;50;50;2015;0,1;2,8;0,98;5
Wîrthersee Saag [tief.St.];O2;Sauerstoffgehalt;mg/l;70;70;2015;0,1;0,1;0,1;5
Wîrthersee Saag [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;0,235465;2,435815;1,108383;4
Wîrthersee Saag [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;30;2015;0,88488;2,033364;1,274923;4
Wîrthersee Saag [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;5;2015;0,8125;11;5,671875;4
Wîrthersee Saag [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;30;2015;3,870738;9,473553;7,124133;4
Wîrthersee Saag [tief.St.];P-ges;Phosphor gesamt;mg/l;0;30;2015;0,012688;0,015477;0,013655;4
Wîrthersee Saag [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;50;2015;5,411923;11,216282;7,335724;5
Wîrthersee Saag [tief.St.];pH;pH-Wert;;0;50;2015;7,325378;8,106829;7,629788;5
Wîrthersee Saag [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;0;50;2015;303,943272;334,923882;317,127066;5
Wîrthersee Saag [tief.St.];O2;Sauerstoffgehalt;mg/l;0;50;2015;5,533296;8,153566;6,875593;5
Wîrthersee Saag [tief.St.];O2-SÑttigung;SauerstoffsÑttigung;%;0;50;2015;51,251163;68,116768;62,025757;5
Wîrthersee Saag [tief.St.];SBV 4,3;SÑurebindungsvermîgen bis pH 4,3;mmol/l;0;50;2015;2,705995;2,785294;2,755892;4
Wîrthersee Saag [tief.St.];NO2-N;Nitrit-Stickstoff;mg/l;0;50;2015;0,001;0,001489;0,00118;4
Wîrthersee Saag [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;50;2015;0,109388;0,1822;0,13128;4
Wîrthersee Saag [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;50;2015;0,001065;0,004241;0,0023;4
Wîrthersee Saag [tief.St.];P-ges;Phosphor gesamt;mg/l;0;50;2015;0,012538;0,016245;0,014657;4
Wîrthersee Saag [tief.St.];Cl;Chlorid;mg/l;0;50;2015;12,599871;13,308869;13,088298;4
Zmulner See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;3;3,5;3,25;2
Zmulner See [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;17,1;23,5;20,3;2
Zmulner See [tief.St.];pH;pH-Wert;;1;1;2015;7,8;7,9;7,85;2
Zmulner See [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;449;477;463;2
Zmulner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2015;0,013;0,0163;0,01465;2
Zmulner See [tief.St.];P-ges;Phosphor gesamt;mg/l;5;5;2015;0,013;0,0163;0,01465;2
Zmulner See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,001;0,0024;0,0017;2
Zmulner See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2015;0,062;0,38614;0,22407;2
Zmulner See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;5;5;2015;0,063;0,265;0,164;2
Zmulner See [tief.St.];O2;Sauerstoffgehalt;mg/l;5;5;2015;1,2;7,3;4,25;2
Zmulner See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;0;0;0;0
Zmulner See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;5;2015;9;13;11;2
Zmulner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;6;2015;0;0;0;0
